shipment_id,event_ts,event_type,event_city,event_state
SHP00010317,2024-04-10T17:00:00,Out For Delivery,New Wendy,AZ
SHP00010317,2024-04-11T15:00:00,Delivered,Cunninghamburgh,VA
SHP00010318,2026-01-09T09:00:00,Label Created,Johnsonstad,MA
SHP00010318,2026-01-10T04:00:00,Picked Up,East Adamville,VA
SHP00010318,2026-01-11T14:00:00,In Transit,East Julie,VA
SHP00010318,2026-01-12T08:00:00,Out For Delivery,Robertafort,FL
SHP00010318,2026-01-13T09:00:00,Delivered,West Nancyton,FL
SHP00010319,2024-08-14T19:00:00,Label Created,Wesleymouth,TX
SHP00010319,2024-08-15T07:00:00,Picked Up,West Ryan,NY
SHP00010319,2024-08-16T15:00:00,In Transit,South Patrick,NC
SHP00010319,2024-08-17T13:00:00,Out For Delivery,Lake Matthewbury,MA
SHP00010319,2024-08-18T06:00:00,Delivered,Jeffreyburgh,TX
SHP00010320,2024-05-01T18:00:00,Label Created,Samanthaburgh,NC
SHP00010320,2024-05-02T03:00:00,Picked Up,Cookburgh,IL
SHP00010320,2024-05-03T00:00:00,In Transit,Wattsborough,CA
SHP00010320,2024-05-04T10:00:00,Out For Delivery,Ricebury,VA
SHP00010320,2024-05-05T18:00:00,Delivered,North Heatherberg,WA
SHP00010321,2024-10-28T03:00:00,Label Created,North Nancy,IL
SHP00010321,2024-10-29T16:00:00,Picked Up,North Katelyn,CO
SHP00010321,2024-10-30T09:00:00,In Transit,Robertsontown,NY
SHP00010321,2024-10-31T18:00:00,Out For Delivery,Christopherville,CO
SHP00010321,2024-11-01T09:00:00,Delivered,Lake Genechester,NC
SHP00010323,2024-09-28T02:00:00,Label Created,Mauricestad,IL
SHP00010323,2024-09-29T10:00:00,Picked Up,Leechester,AZ
SHP00010323,2024-09-30T19:00:00,In Transit,Christophertown,WA
SHP00010323,2024-10-01T11:00:00,Out For Delivery,Harrellside,VA
SHP00010323,2024-10-02T13:00:00,Delivered,Lake Tanyaport,TX
SHP00010324,2025-07-21T14:00:00,Label Created,Port Steven,FL
SHP00010324,2025-07-22T05:00:00,Picked Up,Vaughanland,GA
SHP00010324,2025-07-23T20:00:00,In Transit,Bensonton,CO
SHP00010324,2025-07-24T18:00:00,Out For Delivery,Juliebury,VA
SHP00010324,2025-07-25T09:00:00,Delivered,Woodschester,VA
SHP00010325,2024-05-17T11:00:00,Label Created,Williamsview,VA
SHP00010325,2024-05-18T08:00:00,Picked Up,New Robertburgh,TX
SHP00010325,2024-05-19T00:00:00,In Transit,Stephaniehaven,AZ
SHP00010325,2024-05-20T04:00:00,Out For Delivery,East Theodorechester,NC
SHP00010325,2024-05-21T15:00:00,Delivered,Lopezborough,VA
SHP00010326,2025-11-13T08:00:00,Label Created,Port Rebekahmouth,FL
SHP00010326,2025-11-14T16:00:00,Picked Up,South Austinburgh,MA
SHP00010326,2025-11-15T05:00:00,In Transit,Howardside,IL
SHP00010326,2025-11-16T05:00:00,Out For Delivery,Frankhaven,MA
SHP00010326,2025-11-17T00:00:00,Delivered,Andreachester,NC
SHP00010327,2025-05-31T01:00:00,Label Created,Murphyberg,MA
SHP00010327,2025-06-01T01:00:00,Picked Up,New Robertbury,GA
SHP00010327,2025-06-02T05:00:00,In Transit,New Brent,GA
SHP00010327,2025-06-03T08:00:00,Out For Delivery,New Scottton,CA
SHP00010327,2025-06-04T05:00:00,Delivered,Port Matthewview,GA
SHP00010328,2025-12-08T18:00:00,Label Created,Juliahaven,VA
SHP00010328,2025-12-09T14:00:00,Picked Up,Dianaberg,IL
SHP00010328,2025-12-10T13:00:00,In Transit,Carrillotown,NY
SHP00010328,2025-12-11T08:00:00,Out For Delivery,Joshuahaven,MA
SHP00010328,2025-12-12T18:00:00,Delivered,Bethchester,TX
SHP00010329,2025-09-04T07:00:00,Label Created,Julieport,FL
SHP00010329,2025-09-05T01:00:00,Picked Up,West Bradland,CA
SHP00010329,2025-09-06T11:00:00,In Transit,Frankhaven,IL
SHP00010329,2025-09-07T14:00:00,Out For Delivery,Lake Joseph,IL
SHP00010329,2025-09-08T03:00:00,Delivered,Jonesfort,CO
SHP00010331,2025-08-27T05:00:00,Label Created,Forbesside,FL
SHP00010331,2025-08-28T15:00:00,Picked Up,Port Danaberg,NY
SHP00010331,2025-08-29T12:00:00,In Transit,South Vickiville,FL
SHP00010331,2025-08-30T00:00:00,Out For Delivery,Belindaborough,GA
SHP00010331,2025-08-31T14:00:00,Delivered,Johnsonborough,WA
SHP00010332,2025-04-04T15:00:00,Label Created,East Ana,WA
SHP00010332,2025-04-05T20:00:00,Picked Up,Anthonyhaven,FL
SHP00010332,2025-04-06T06:00:00,In Transit,South Jeffery,GA
SHP00010332,2025-04-07T19:00:00,Out For Delivery,Nguyentown,FL
SHP00010332,2025-04-08T02:00:00,Delivered,Lake Pamelastad,CO
SHP00010334,2025-08-10T13:00:00,Label Created,Stevensfurt,AZ
SHP00010334,2025-08-11T00:00:00,Picked Up,Riverashire,AZ
SHP00010334,2025-08-12T12:00:00,In Transit,Kristastad,NC
SHP00010334,2025-08-13T20:00:00,Out For Delivery,North Cameron,CA
SHP00010334,2025-08-14T07:00:00,Delivered,Curtisport,CA
SHP00010335,2024-06-11T15:00:00,Label Created,Dominguezfort,VA
SHP00010335,2024-06-12T15:00:00,Picked Up,East Brian,CO
SHP00010335,2024-06-13T19:00:00,In Transit,Codybury,WA
SHP00010335,2024-06-14T01:00:00,Out For Delivery,Bowenside,AZ
SHP00010335,2024-06-15T11:00:00,Delivered,Port Melindaville,IL
SHP00010336,2025-09-29T01:00:00,Label Created,New Rodneystad,VA
SHP00010336,2025-09-30T18:00:00,Picked Up,Michelleburgh,VA
SHP00010336,2025-10-01T09:00:00,In Transit,West Hollyshire,CA
SHP00010336,2025-10-02T06:00:00,Out For Delivery,Lisachester,NC
SHP00010336,2025-10-03T19:00:00,Delivered,Danielbury,CO
SHP00010337,2025-11-30T05:00:00,Label Created,Lake Melindachester,CO
SHP00010337,2025-12-01T20:00:00,Picked Up,Jessicaberg,VA
SHP00010337,2025-12-02T15:00:00,In Transit,Thomasstad,NY
SHP00010337,2025-12-03T01:00:00,Out For Delivery,Michaelborough,CO
SHP00010337,2025-12-04T04:00:00,Delivered,Moniquemouth,CO
SHP00010341,2025-08-22T16:00:00,Label Created,East Timothystad,NC
SHP00010341,2025-08-23T00:00:00,Picked Up,New Dennis,NC
SHP00010341,2025-08-24T07:00:00,In Transit,Brianchester,FL
SHP00010341,2025-08-25T16:00:00,Out For Delivery,Lake Matthewside,TX
SHP00010341,2025-08-26T08:00:00,Delivered,Michaelfort,TX
SHP00010342,2024-01-16T15:00:00,Label Created,Lake Michael,FL
SHP00010342,2024-01-17T09:00:00,Picked Up,South Bethanymouth,CA
SHP00010342,2024-01-18T11:00:00,In Transit,Port Michaelton,FL
SHP00010342,2024-01-19T00:00:00,Out For Delivery,East John,VA
SHP00010342,2024-01-20T16:00:00,Delivered,West Jamie,CA
SHP00010343,2025-02-04T19:00:00,Label Created,Michaelland,IL
SHP00010343,2025-02-05T09:00:00,Picked Up,Gregoryfurt,CA
SHP00010343,2025-02-06T15:00:00,In Transit,Tammyhaven,CO
SHP00010343,2025-02-07T10:00:00,Out For Delivery,North Lisa,IL
SHP00010343,2025-02-08T03:00:00,Delivered,South Christopherport,TX
SHP00010346,2024-06-28T08:00:00,Label Created,Johnhaven,CO
SHP00010346,2024-06-29T04:00:00,Picked Up,Rebeccaburgh,AZ
SHP00010346,2024-06-30T03:00:00,In Transit,West Stephanie,AZ
SHP00010346,2024-07-01T06:00:00,Out For Delivery,North Shelbyberg,FL
SHP00010346,2024-07-02T12:00:00,Delivered,Simonborough,WA
SHP00010347,2024-07-11T00:00:00,Label Created,South Patricia,WA
SHP00010347,2024-07-12T07:00:00,Picked Up,Michaelstad,FL
SHP00010347,2024-07-13T09:00:00,In Transit,Johnsonmouth,CO
SHP00010347,2024-07-14T18:00:00,Out For Delivery,Davidside,TX
SHP00010347,2024-07-15T16:00:00,Delivered,Sandovalland,NY
SHP00010349,2025-02-20T10:00:00,Label Created,Zacharyshire,IL
SHP00010349,2025-02-21T18:00:00,Picked Up,South Wendyville,CA
SHP00010349,2025-02-22T01:00:00,In Transit,Port Laura,FL
SHP00010349,2025-02-23T02:00:00,Out For Delivery,Markstad,CO
SHP00010349,2025-02-24T12:00:00,Delivered,East Jenniferchester,AZ
SHP00010350,2025-02-25T12:00:00,Label Created,East Evanburgh,CA
SHP00010350,2025-02-26T02:00:00,Picked Up,Snowfurt,WA
SHP00010350,2025-02-27T04:00:00,In Transit,Brentport,NC
SHP00010350,2025-02-28T05:00:00,Out For Delivery,West Annchester,WA
SHP00010350,2025-03-01T07:00:00,Delivered,Underwoodstad,IL
SHP00010352,2024-04-16T00:00:00,Label Created,West Autumnville,GA
SHP00010352,2024-04-17T19:00:00,Picked Up,New Victoria,CO
SHP00010352,2024-04-18T14:00:00,In Transit,Danielburgh,VA
SHP00010352,2024-04-19T15:00:00,Out For Delivery,Lucaschester,FL
SHP00010352,2024-04-20T04:00:00,Delivered,Wallaceville,GA
SHP00010353,2025-04-16T16:00:00,Label Created,Larrybury,CA
SHP00010353,2025-04-17T02:00:00,Picked Up,Port Johnshire,CA
SHP00010353,2025-04-18T17:00:00,In Transit,Bryanview,VA
SHP00010353,2025-04-19T13:00:00,Out For Delivery,Rachelshire,MA
SHP00010353,2025-04-20T07:00:00,Delivered,West Jacobfurt,MA
SHP00010354,2025-03-05T13:00:00,Label Created,Chambersstad,TX
SHP00010354,2025-03-06T11:00:00,Picked Up,Millerchester,NC
SHP00010354,2025-03-07T06:00:00,In Transit,Adamport,WA
SHP00010354,2025-03-08T02:00:00,Out For Delivery,New Kurtstad,CA
SHP00010354,2025-03-09T13:00:00,Delivered,North John,AZ
SHP00010355,2024-12-28T19:00:00,Label Created,Lake Robertton,FL
SHP00010355,2024-12-29T15:00:00,Picked Up,New Frank,IL
SHP00010355,2024-12-30T06:00:00,In Transit,Ashleyhaven,NY
SHP00010355,2024-12-31T15:00:00,Out For Delivery,Kevinland,NC
SHP00010355,2025-01-01T12:00:00,Delivered,Olsonport,IL
SHP00010358,2024-11-21T12:00:00,Label Created,Nataliemouth,CO
SHP00010358,2024-11-22T13:00:00,Picked Up,Jonathanland,CA
SHP00010358,2024-11-23T05:00:00,In Transit,Sharonburgh,MA
SHP00010358,2024-11-24T07:00:00,Out For Delivery,West Arthurtown,NY
SHP00010358,2024-11-25T20:00:00,Delivered,Courtneyfurt,GA
SHP00010359,2024-04-10T00:00:00,Label Created,New Tina,MA
SHP00010359,2024-04-11T11:00:00,Picked Up,Matthewton,IL
SHP00010359,2024-04-12T04:00:00,In Transit,South Phillipland,WA
SHP00010359,2024-04-13T17:00:00,Out For Delivery,Lake Lancetown,FL
SHP00010359,2024-04-14T06:00:00,Delivered,North Rebecca,VA
SHP00010361,2025-04-05T13:00:00,Label Created,West Danielville,WA
SHP00010361,2025-04-06T02:00:00,Picked Up,West Derekton,GA
SHP00010361,2025-04-07T07:00:00,In Transit,East Elizabethton,CA
SHP00010361,2025-04-08T05:00:00,Out For Delivery,Robertsonshire,MA
SHP00010361,2025-04-09T16:00:00,Delivered,Lake Lauren,TX
SHP00010362,2024-06-20T02:00:00,Label Created,New Ronaldville,NC
SHP00010362,2024-06-21T00:00:00,Picked Up,Coxmouth,VA
SHP00010362,2024-06-22T16:00:00,In Transit,Jeffreyhaven,TX
SHP00010362,2024-06-23T00:00:00,Out For Delivery,Royside,WA
SHP00010362,2024-06-24T11:00:00,Delivered,East Staceyborough,IL
SHP00010363,2025-09-18T07:00:00,Label Created,Jameschester,TX
SHP00010363,2025-09-19T04:00:00,Picked Up,Angelamouth,NY
SHP00010363,2025-09-20T04:00:00,In Transit,New Daniel,GA
SHP00010363,2025-09-21T04:00:00,Out For Delivery,East Jacobmouth,CA
SHP00010363,2025-09-22T07:00:00,Delivered,New Brianfurt,NY
SHP00010364,2025-06-30T01:00:00,Label Created,South Brooke,IL
SHP00010364,2025-07-01T01:00:00,Picked Up,Port Benjaminhaven,TX
SHP00010364,2025-07-02T14:00:00,In Transit,Lake Markhaven,CO
SHP00010364,2025-07-03T13:00:00,Out For Delivery,Kristinfurt,VA
SHP00010364,2025-07-04T19:00:00,Delivered,North Ginaview,NY
SHP00010366,2024-10-25T09:00:00,Label Created,North Theodore,MA
SHP00010366,2024-10-26T12:00:00,Picked Up,Myersstad,IL
SHP00010366,2024-10-27T16:00:00,In Transit,West Deniseberg,CO
SHP00010366,2024-10-28T05:00:00,Out For Delivery,New Williambury,GA
SHP00010366,2024-10-29T10:00:00,Delivered,Wendyview,TX
SHP00010367,2024-02-08T00:00:00,Label Created,North Robinburgh,VA
SHP00010367,2024-02-09T00:00:00,Picked Up,East Nancy,WA
SHP00010367,2024-02-10T18:00:00,In Transit,Debrahaven,TX
SHP00010367,2024-02-11T03:00:00,Out For Delivery,East Antonioview,FL
SHP00010367,2024-02-12T14:00:00,Delivered,North Virginia,WA
SHP00010368,2026-02-13T07:00:00,Label Created,Grayfort,IL
SHP00010368,2026-02-14T10:00:00,Picked Up,Port Jamie,IL
SHP00010368,2026-02-15T19:00:00,In Transit,Brewerview,FL
SHP00010368,2026-02-16T14:00:00,Out For Delivery,Adkinschester,VA
SHP00010368,2026-02-17T16:00:00,Delivered,Lorimouth,CA
SHP00010373,2024-10-29T07:00:00,Label Created,North Brian,CO
SHP00010373,2024-10-30T16:00:00,Picked Up,East Jasonfurt,GA
SHP00010373,2024-10-31T15:00:00,In Transit,Stevenland,NC
SHP00010373,2024-11-01T13:00:00,Out For Delivery,Smithchester,AZ
SHP00010373,2024-11-02T08:00:00,Delivered,East Ronaldberg,CO
SHP00010375,2025-06-17T00:00:00,Label Created,Port Michele,CO
SHP00010375,2025-06-18T03:00:00,Picked Up,Aprilville,CA
SHP00010375,2025-06-19T06:00:00,In Transit,Port Natasha,NY
SHP00010375,2025-06-20T20:00:00,Out For Delivery,Joshuafort,MA
SHP00010375,2025-06-21T07:00:00,Delivered,West Charles,NC
SHP00010378,2024-10-26T20:00:00,Label Created,South Joan,WA
SHP00010378,2024-10-27T06:00:00,Picked Up,Diazstad,NY
SHP00010378,2024-10-28T02:00:00,In Transit,Sweeneyburgh,CO
SHP00010378,2024-10-29T04:00:00,Out For Delivery,North John,CA
SHP00010378,2024-10-30T18:00:00,Delivered,Brandimouth,MA
SHP00010379,2024-04-19T14:00:00,Label Created,West Rachel,VA
SHP00010379,2024-04-20T08:00:00,Picked Up,East Isaac,NC
SHP00010379,2024-04-21T20:00:00,In Transit,Cookton,AZ
SHP00010379,2024-04-22T19:00:00,Out For Delivery,West Erika,TX
SHP00010379,2024-04-23T12:00:00,Delivered,Millerville,TX
SHP00010380,2025-09-30T18:00:00,Label Created,Kirbystad,NC
SHP00010380,2025-10-01T20:00:00,Picked Up,East Juanstad,IL
SHP00010380,2025-10-02T16:00:00,In Transit,Langshire,FL
SHP00010380,2025-10-03T17:00:00,Out For Delivery,Angelashire,TX
SHP00010380,2025-10-04T00:00:00,Delivered,West Charles,GA
SHP00010381,2025-07-14T09:00:00,Label Created,Evansfurt,IL
SHP00010381,2025-07-15T13:00:00,Picked Up,Port Katie,CO
SHP00010381,2025-07-16T10:00:00,In Transit,Smithside,CO
SHP00010381,2025-07-17T12:00:00,Out For Delivery,Lake Daltontown,CO
SHP00010381,2025-07-18T09:00:00,Delivered,New Davidhaven,CO
SHP00010383,2024-06-09T10:00:00,Label Created,Lindseyfort,NC
SHP00010383,2024-06-10T15:00:00,Picked Up,New Christychester,AZ
SHP00010383,2024-06-11T07:00:00,In Transit,Stevenland,WA
SHP00010383,2024-06-12T01:00:00,Out For Delivery,Port Jay,NY
SHP00010383,2024-06-13T08:00:00,Delivered,Port Thomas,FL
SHP00010384,2024-08-01T04:00:00,Label Created,Andrewview,WA
SHP00010384,2024-08-02T05:00:00,Picked Up,Bradleyshire,AZ
SHP00010384,2024-08-03T02:00:00,In Transit,Port Courtneyport,NY
SHP00010384,2024-08-04T13:00:00,Out For Delivery,Lake Amanda,NC
SHP00010384,2024-08-05T14:00:00,Delivered,New Tinaport,MA
SHP00010385,2025-02-23T07:00:00,Label Created,Williamton,AZ
SHP00010385,2025-02-24T08:00:00,Picked Up,Port Mary,CA
SHP00010385,2025-02-25T18:00:00,In Transit,Lake Marissa,NC
SHP00010385,2025-02-26T11:00:00,Out For Delivery,Frosttown,VA
SHP00010385,2025-02-27T19:00:00,Delivered,Kennethton,IL
SHP00010386,2025-12-23T14:00:00,Label Created,Port Brittney,MA
SHP00010386,2025-12-24T15:00:00,Picked Up,West Brendahaven,MA
SHP00010386,2025-12-25T19:00:00,In Transit,Caldwellside,CO
SHP00010386,2025-12-26T11:00:00,Out For Delivery,Margaretborough,NC
SHP00010386,2025-12-27T00:00:00,Delivered,Hicksport,AZ
SHP00010389,2024-10-15T16:00:00,Label Created,Matthewfort,FL
SHP00010389,2024-10-16T14:00:00,Picked Up,Goodwinmouth,CO
SHP00010389,2024-10-17T00:00:00,In Transit,Miguelside,TX
SHP00010389,2024-10-18T09:00:00,Out For Delivery,North Michael,FL
SHP00010389,2024-10-19T10:00:00,Delivered,North Kennethbury,NY
SHP00010390,2024-08-05T20:00:00,Label Created,Port Matthewchester,NY
SHP00010390,2024-08-06T09:00:00,Picked Up,New Marcusmouth,NC
SHP00010390,2024-08-07T04:00:00,In Transit,Mccoyburgh,TX
SHP00010390,2024-08-08T01:00:00,Out For Delivery,Fergusonborough,AZ
SHP00010390,2024-08-09T06:00:00,Delivered,East Connie,CA
SHP00010393,2025-03-14T06:00:00,Label Created,Jerrystad,NY
SHP00010393,2025-03-15T12:00:00,Picked Up,New Vickie,MA
SHP00010393,2025-03-16T18:00:00,In Transit,Lake Grant,CO
SHP00010393,2025-03-17T19:00:00,Out For Delivery,Shawmouth,WA
SHP00010393,2025-03-18T06:00:00,Delivered,Robertburgh,CA
SHP00010395,2024-02-13T05:00:00,Label Created,Laneberg,NC
SHP00010395,2024-02-14T02:00:00,Picked Up,Lindaborough,WA
SHP00010395,2024-02-15T20:00:00,In Transit,Autumnshire,AZ
SHP00010395,2024-02-16T03:00:00,Out For Delivery,Port Sarahville,NY
SHP00010395,2024-02-17T01:00:00,Delivered,Kathleenburgh,MA
SHP00010400,2024-11-20T04:00:00,Label Created,Michaelberg,TX
SHP00010400,2024-11-21T12:00:00,Picked Up,Port Lisaville,VA
SHP00010400,2024-11-22T02:00:00,In Transit,Rebeccastad,VA
SHP00010400,2024-11-23T12:00:00,Out For Delivery,Lake Emily,TX
SHP00010400,2024-11-24T09:00:00,Delivered,West Robert,TX
SHP00010401,2025-05-12T10:00:00,Label Created,Newmanburgh,WA
SHP00010401,2025-05-13T11:00:00,Picked Up,Johnsonmouth,WA
SHP00010401,2025-05-14T01:00:00,In Transit,Angelaside,MA
SHP00010401,2025-05-15T14:00:00,Out For Delivery,Mooretown,AZ
SHP00010401,2025-05-16T16:00:00,Delivered,Hardystad,VA
SHP00010402,2024-05-07T05:00:00,Label Created,West Katie,VA
SHP00010402,2024-05-08T00:00:00,Picked Up,Arellanomouth,FL
SHP00010402,2024-05-09T05:00:00,In Transit,Elizabethhaven,NY
SHP00010402,2024-05-10T01:00:00,Out For Delivery,Lake Jamesmouth,VA
SHP00010402,2024-05-11T06:00:00,Delivered,Port James,VA
SHP00010404,2024-03-18T17:00:00,Label Created,Osborneborough,GA
SHP00010404,2024-03-19T03:00:00,Picked Up,Lake Debra,GA
SHP00010404,2024-03-20T16:00:00,In Transit,Westmouth,CA
SHP00010404,2024-03-21T00:00:00,Out For Delivery,West Kelly,AZ
SHP00010404,2024-03-22T14:00:00,Delivered,Stevenside,IL
SHP00010405,2025-03-25T10:00:00,Label Created,Amyville,TX
SHP00010405,2025-03-26T06:00:00,Picked Up,Flynnville,GA
SHP00010405,2025-03-27T01:00:00,In Transit,Williamsberg,GA
SHP00010405,2025-03-28T10:00:00,Out For Delivery,Lake Meredithberg,CA
SHP00010405,2025-03-29T01:00:00,Delivered,East Samanthafurt,TX
SHP00010409,2025-10-26T08:00:00,Label Created,Albertfort,GA
SHP00010409,2025-10-27T01:00:00,Picked Up,Lake Shannon,NY
SHP00010409,2025-10-28T05:00:00,In Transit,Port Jillville,AZ
SHP00010409,2025-10-29T11:00:00,Out For Delivery,West Kimberlyshire,VA
SHP00010409,2025-10-30T05:00:00,Delivered,Samanthaview,NC
SHP00010410,2024-08-09T02:00:00,Label Created,East Andreafurt,TX
SHP00010410,2024-08-10T08:00:00,Picked Up,East Elaine,IL
SHP00010410,2024-08-11T04:00:00,In Transit,Port Sarahbury,CA
SHP00010410,2024-08-12T06:00:00,Out For Delivery,Bernardmouth,GA
SHP00010410,2024-08-13T13:00:00,Delivered,New Joshuaborough,NC
SHP00010411,2024-08-24T17:00:00,Label Created,South Monique,VA
SHP00010411,2024-08-25T02:00:00,Picked Up,West Daniel,NY
SHP00010411,2024-08-26T03:00:00,In Transit,West Kimberlyhaven,NC
SHP00010411,2024-08-27T01:00:00,Out For Delivery,Williamborough,AZ
SHP00010411,2024-08-28T14:00:00,Delivered,Lopezmouth,NY
SHP00010412,2025-02-20T03:00:00,Label Created,Calebview,NY
SHP00010412,2025-02-21T12:00:00,Picked Up,South Danielleton,VA
SHP00010412,2025-02-22T00:00:00,In Transit,Port Jonathan,GA
SHP00010412,2025-02-23T00:00:00,Out For Delivery,West Laura,WA
SHP00010412,2025-02-24T08:00:00,Delivered,East Stacy,CO
SHP00010414,2025-08-19T09:00:00,Label Created,Port Jamesfort,NY
SHP00010414,2025-08-20T12:00:00,Picked Up,South Michaelberg,MA
SHP00010414,2025-08-21T08:00:00,In Transit,Aliciafort,NC
SHP00010414,2025-08-22T03:00:00,Out For Delivery,North Tracy,IL
SHP00010414,2025-08-23T13:00:00,Delivered,Martinezfurt,AZ
SHP00010415,2026-01-31T02:00:00,Label Created,Hortonburgh,CO
SHP00010415,2026-02-01T20:00:00,Picked Up,Port Johnchester,IL
SHP00010415,2026-02-02T09:00:00,In Transit,Robertsville,TX
SHP00010415,2026-02-03T07:00:00,Out For Delivery,West Bryceborough,NY
SHP00010415,2026-02-04T18:00:00,Delivered,Brooksport,IL
SHP00010416,2024-07-27T12:00:00,Label Created,South Crystalton,CA
SHP00010416,2024-07-28T12:00:00,Picked Up,South Davidside,GA
SHP00010416,2024-07-29T13:00:00,In Transit,Port Katelynberg,IL
SHP00010416,2024-07-30T11:00:00,Out For Delivery,South Ericmouth,MA
SHP00010416,2024-07-31T12:00:00,Delivered,North Michaelside,CO
SHP00010417,2025-04-22T03:00:00,Label Created,Port Sandrashire,NY
SHP00010417,2025-04-23T12:00:00,Picked Up,West Michael,FL
SHP00010417,2025-04-24T20:00:00,In Transit,Castilloberg,GA
SHP00010417,2025-04-25T16:00:00,Out For Delivery,East Joseph,NC
SHP00010417,2025-04-26T05:00:00,Delivered,West Barryfort,MA
SHP00010418,2025-05-20T19:00:00,Label Created,Fitzpatrickberg,TX
SHP00010418,2025-05-21T04:00:00,Picked Up,Rodriguezton,FL
SHP00010418,2025-05-22T00:00:00,In Transit,North Cindy,AZ
SHP00010418,2025-05-23T03:00:00,Out For Delivery,Davismouth,TX
SHP00010418,2025-05-24T12:00:00,Delivered,New Ernest,WA
SHP00010419,2024-07-23T14:00:00,Label Created,East John,IL
SHP00010419,2024-07-24T17:00:00,Picked Up,Martinezbury,NY
SHP00010419,2024-07-25T09:00:00,In Transit,Hintonhaven,CA
SHP00010419,2024-07-26T17:00:00,Out For Delivery,South Victoriaville,NC
SHP00010419,2024-07-27T00:00:00,Delivered,North Clarencemouth,FL
SHP00010422,2024-10-13T01:00:00,Label Created,Annborough,IL
SHP00010422,2024-10-14T06:00:00,Picked Up,East Anthonyberg,NY
SHP00010422,2024-10-15T01:00:00,In Transit,Port Tomville,NY
SHP00010422,2024-10-16T02:00:00,Out For Delivery,Brownport,TX
SHP00010422,2024-10-17T16:00:00,Delivered,Nguyenberg,NC
SHP00010425,2025-03-03T20:00:00,Label Created,Krystalland,TX
SHP00010425,2025-03-04T00:00:00,Picked Up,Franklinside,NC
SHP00010425,2025-03-05T14:00:00,In Transit,Jenniferhaven,NC
SHP00010425,2025-03-06T18:00:00,Out For Delivery,South Christopher,WA
SHP00010425,2025-03-07T11:00:00,Delivered,West Carlos,NC
SHP00010427,2024-08-15T06:00:00,Label Created,North Gregoryberg,AZ
SHP00010427,2024-08-16T06:00:00,Picked Up,Royville,CA
SHP00010427,2024-08-17T18:00:00,In Transit,Amandaside,GA
SHP00010427,2024-08-18T17:00:00,Out For Delivery,Cynthiachester,FL
SHP00010427,2024-08-19T17:00:00,Delivered,Meyerchester,NC
SHP00010428,2024-07-11T10:00:00,Label Created,Lake Reneeton,CO
SHP00010428,2024-07-12T06:00:00,Picked Up,Cindystad,VA
SHP00010428,2024-07-13T17:00:00,In Transit,Sarahborough,CA
SHP00010428,2024-07-14T12:00:00,Out For Delivery,South Amandaside,CA
SHP00010428,2024-07-15T12:00:00,Delivered,North Emilymouth,VA
SHP00010430,2024-03-16T06:00:00,Label Created,Brentside,GA
SHP00010430,2024-03-17T18:00:00,Picked Up,New Joseview,GA
SHP00010430,2024-03-18T07:00:00,In Transit,West Jamesside,AZ
SHP00010430,2024-03-19T07:00:00,Out For Delivery,Wilcoxchester,IL
SHP00010430,2024-03-20T12:00:00,Delivered,West Teresastad,CA
SHP00010431,2024-06-29T10:00:00,Label Created,Weaverville,CA
SHP00010431,2024-06-30T16:00:00,Picked Up,New Laura,AZ
SHP00010431,2024-07-01T09:00:00,In Transit,Calebfort,NY
SHP00010431,2024-07-02T09:00:00,Out For Delivery,Rubioside,NY
SHP00010431,2024-07-03T07:00:00,Delivered,Ramosmouth,VA
SHP00010432,2025-03-16T18:00:00,Label Created,Margarettown,TX
SHP00010432,2025-03-17T05:00:00,Picked Up,Lake Joseph,AZ
SHP00010432,2025-03-18T07:00:00,In Transit,Smithbury,NC
SHP00010432,2025-03-19T12:00:00,Out For Delivery,Richardborough,WA
SHP00010432,2025-03-20T05:00:00,Delivered,Lake Davidside,VA
SHP00010435,2024-05-30T02:00:00,Label Created,Jennaborough,GA
SHP00010435,2024-05-31T10:00:00,Picked Up,Debratown,NY
SHP00010435,2024-06-01T11:00:00,In Transit,Rodriguezland,TX
SHP00010435,2024-06-02T15:00:00,Out For Delivery,Darrellmouth,CO
SHP00010435,2024-06-03T04:00:00,Delivered,Paulburgh,CO
SHP00010439,2025-06-27T04:00:00,Label Created,Andradebury,GA
SHP00010439,2025-06-28T17:00:00,Picked Up,Wilsonstad,TX
SHP00010439,2025-06-29T16:00:00,In Transit,Brownfurt,NC
SHP00010439,2025-06-30T08:00:00,Out For Delivery,North Michael,CO
SHP00010439,2025-07-01T15:00:00,Delivered,Kingchester,AZ
SHP00010441,2024-01-06T13:00:00,Label Created,East Todd,FL
SHP00010441,2024-01-07T19:00:00,Picked Up,Ryanchester,NY
SHP00010441,2024-01-08T13:00:00,In Transit,West Nicole,FL
SHP00010441,2024-01-09T17:00:00,Out For Delivery,Bernardville,GA
SHP00010441,2024-01-10T13:00:00,Delivered,Port Julieton,FL
SHP00010442,2024-06-18T12:00:00,Label Created,Rickyborough,CA
SHP00010442,2024-06-19T07:00:00,Picked Up,Sandraton,CO
SHP00010442,2024-06-20T19:00:00,In Transit,Aprilborough,MA
SHP00010442,2024-06-21T10:00:00,Out For Delivery,Michaelshire,NC
SHP00010442,2024-06-22T03:00:00,Delivered,Lake Samanthaville,CA
SHP00010446,2025-07-05T03:00:00,Label Created,Robertborough,IL
SHP00010446,2025-07-06T00:00:00,Picked Up,Sullivanville,CO
