payment_id,order_id,payment_date,method,amount,status
PAY00009984,ORD00009984,2026-01-06,PayPal,3561.61,Succeeded
PAY00009985,ORD00009985,2024-11-13,PayPal,5553.35,Failed
PAY00009986,ORD00009986,2025-07-15,Wire,5410.17,Succeeded
PAY00009987,ORD00009987,2024-02-02,Card,4825.0,Succeeded
PAY00009988,ORD00009988,2024-03-25,PayPal,5874.17,Succeeded
PAY00009989,ORD00009989,2024-04-29,Card,959.29,Succeeded
PAY00009990,ORD00009990,2025-01-29,PayPal,3251.0,Succeeded
PAY00009991,ORD00009991,2025-04-10,PayPal,5495.13,Pending
PAY00009992,ORD00009992,2024-09-02,Card,211.94,Succeeded
PAY00009993,ORD00009993,2025-12-15,Card,5108.93,Succeeded
PAY00009994,ORD00009994,2025-09-06,Wire,2194.66,Succeeded
PAY00009995,ORD00009995,2024-12-27,Wire,1183.79,Succeeded
PAY00009996,ORD00009996,2025-06-27,ACH,1087.74,Succeeded
PAY00009997,ORD00009997,2024-11-16,Wire,2599.03,Succeeded
PAY00009998,ORD00009998,2024-01-19,PayPal,4166.64,Succeeded
PAY00009999,ORD00009999,2025-02-06,Wire,5498.17,Succeeded
PAY00010000,ORD00010000,2024-05-03,ACH,1256.34,Succeeded
PAY00010001,ORD00010001,2024-05-12,ACH,6660.01,Succeeded
PAY00010002,ORD00010002,2026-02-04,ACH,2953.94,Succeeded
PAY00010003,ORD00010003,2024-08-10,PayPal,1985.59,Succeeded
PAY00010004,ORD00010004,2025-10-11,ACH,422.22,Succeeded
PAY00010005,ORD00010005,2024-02-16,ACH,989.16,Succeeded
PAY00010006,ORD00010006,2025-02-16,Card,5944.55,Succeeded
PAY00010007,ORD00010007,2025-03-04,Wire,4844.14,Succeeded
PAY00010008,ORD00010008,2025-12-28,ACH,4573.53,Succeeded
PAY00010009,ORD00010009,2024-01-16,PayPal,4165.85,Succeeded
PAY00010010,ORD00010010,2025-09-23,PayPal,1388.19,Succeeded
PAY00010011,ORD00010011,2024-04-28,ACH,3554.49,Succeeded
PAY00010012,ORD00010012,2024-10-17,Wire,3392.26,Succeeded
PAY00010013,ORD00010013,2024-09-16,ACH,1139.5,Succeeded
PAY00010014,ORD00010014,2024-12-27,Wire,4998.52,Pending
PAY00010015,ORD00010015,2024-02-17,Wire,243.35,Succeeded
PAY00010016,ORD00010016,2024-11-25,PayPal,3797.32,Succeeded
PAY00010017,ORD00010017,2025-09-23,Card,1216.71,Succeeded
PAY00010018,ORD00010018,2024-08-29,Card,7494.64,Succeeded
PAY00010019,ORD00010019,2024-06-05,Card,3125.68,Succeeded
PAY00010020,ORD00010020,2024-04-23,Card,934.24,Succeeded
PAY00010021,ORD00010021,2025-08-31,Card,2853.15,Succeeded
PAY00010022,ORD00010022,2024-12-16,PayPal,2068.03,Succeeded
PAY00010023,ORD00010023,2024-07-15,ACH,3609.71,Succeeded
PAY00010024,ORD00010024,2024-05-24,Card,1572.53,Pending
PAY00010025,ORD00010025,2025-10-19,PayPal,1410.78,Succeeded
PAY00010026,ORD00010026,2024-10-17,Wire,2510.94,Succeeded
PAY00010027,ORD00010027,2025-06-16,Card,1210.19,Succeeded
PAY00010028,ORD00010028,2025-01-10,PayPal,313.93,Succeeded
PAY00010029,ORD00010029,2024-10-29,ACH,7949.95,Succeeded
PAY00010030,ORD00010030,2024-05-12,Wire,4534.48,Succeeded
PAY00010031,ORD00010031,2025-01-23,PayPal,2509.36,Succeeded
PAY00010032,ORD00010032,2025-10-21,Wire,5057.46,Succeeded
PAY00010034,ORD00010034,2025-02-13,ACH,5901.83,Succeeded
PAY00010036,ORD00010036,2024-11-03,ACH,2970.92,Succeeded
PAY00010037,ORD00010037,2026-02-14,ACH,2843.89,Succeeded
PAY00010038,ORD00010038,2024-12-18,PayPal,4279.29,Succeeded
PAY00010039,ORD00010039,2024-06-30,PayPal,4149.78,Succeeded
PAY00010040,ORD00010040,2024-09-08,Wire,5553.02,Succeeded
PAY00010041,ORD00010041,2026-02-18,PayPal,5415.34,Succeeded
PAY00010042,ORD00010042,2024-01-17,ACH,4386.48,Succeeded
PAY00010043,ORD00010043,2025-08-03,PayPal,1293.28,Pending
PAY00010044,ORD00010044,2025-09-08,ACH,993.45,Succeeded
PAY00010045,ORD00010045,2025-10-06,Card,6423.5,Succeeded
PAY00010046,ORD00010046,2024-08-18,Wire,5900.02,Succeeded
PAY00010047,ORD00010047,2025-11-07,ACH,1518.6,Succeeded
PAY00010048,ORD00010048,2024-01-05,Wire,834.56,Succeeded
PAY00010049,ORD00010049,2025-06-30,Wire,8256.52,Succeeded
PAY00010050,ORD00010050,2026-03-02,PayPal,2963.88,Succeeded
PAY00010051,ORD00010051,2025-09-16,ACH,4004.79,Succeeded
PAY00010053,ORD00010053,2025-08-23,ACH,7445.69,Succeeded
PAY00010055,ORD00010055,2025-06-11,PayPal,2205.46,Pending
PAY00010056,ORD00010056,2024-01-15,Wire,8345.41,Succeeded
PAY00010057,ORD00010057,2025-06-25,Card,6732.24,Succeeded
PAY00010058,ORD00010058,2025-02-03,Card,5437.36,Succeeded
PAY00010059,ORD00010059,2024-09-17,ACH,5539.41,Succeeded
PAY00010060,ORD00010060,2026-02-15,Wire,8820.63,Succeeded
PAY00010061,ORD00010061,2024-11-28,PayPal,4614.9,Pending
PAY00010062,ORD00010062,2024-11-02,PayPal,6800.14,Succeeded
PAY00010063,ORD00010063,2024-07-30,PayPal,4468.09,Succeeded
PAY00010064,ORD00010064,2025-09-07,PayPal,4147.5,Succeeded
PAY00010065,ORD00010065,2024-01-12,ACH,539.4,Succeeded
PAY00010066,ORD00010066,2025-04-23,Card,4676.65,Succeeded
PAY00010067,ORD00010067,2024-09-05,Card,4189.1,Succeeded
PAY00010068,ORD00010068,2025-10-14,ACH,2147.72,Succeeded
PAY00010069,ORD00010069,2025-01-29,Wire,3518.31,Succeeded
PAY00010070,ORD00010070,2025-04-15,Wire,2591.04,Succeeded
PAY00010071,ORD00010071,2024-01-10,Wire,4754.56,Succeeded
PAY00010072,ORD00010072,2025-06-18,Card,7100.15,Succeeded
PAY00010073,ORD00010073,2025-08-12,ACH,2396.72,Succeeded
PAY00010074,ORD00010074,2025-03-06,Card,1761.18,Succeeded
PAY00010075,ORD00010075,2024-05-20,Card,3226.72,Succeeded
PAY00010076,ORD00010076,2025-08-09,Wire,357.65,Succeeded
PAY00010077,ORD00010077,2024-03-07,Wire,4622.53,Succeeded
PAY00010078,ORD00010078,2024-01-20,PayPal,4841.92,Succeeded
PAY00010080,ORD00010080,2026-02-21,Wire,42.97,Succeeded
PAY00010081,ORD00010081,2026-03-01,Wire,2090.76,Succeeded
PAY00010082,ORD00010082,2024-05-19,Card,7197.86,Failed
PAY00010083,ORD00010083,2024-06-17,Card,4937.97,Succeeded
PAY00010084,ORD00010084,2024-12-18,PayPal,5462.99,Succeeded
PAY00010085,ORD00010085,2025-12-12,ACH,1934.32,Failed
PAY00010086,ORD00010086,2024-11-04,ACH,4664.76,Succeeded
PAY00010087,ORD00010087,2026-02-12,PayPal,5133.38,Succeeded
PAY00010088,ORD00010088,2024-08-06,Wire,110.12,Succeeded
PAY00010089,ORD00010089,2025-08-05,Card,298.77,Succeeded
PAY00010090,ORD00010090,2024-01-15,PayPal,2090.24,Succeeded
PAY00010091,ORD00010091,2025-02-22,ACH,3245.33,Succeeded
PAY00010092,ORD00010092,2025-01-08,ACH,5888.94,Succeeded
PAY00010093,ORD00010093,2024-12-02,ACH,12579.7,Succeeded
PAY00010094,ORD00010094,2024-04-07,Card,1976.8,Succeeded
PAY00010095,ORD00010095,2025-09-10,Card,669.45,Succeeded
PAY00010096,ORD00010096,2025-07-02,PayPal,6345.14,Succeeded
PAY00010097,ORD00010097,2025-08-21,Wire,3766.45,Succeeded
PAY00010098,ORD00010098,2025-07-10,Card,145.2,Succeeded
PAY00010099,ORD00010099,2025-01-09,PayPal,4805.06,Succeeded
PAY00010100,ORD00010100,2025-05-02,PayPal,7845.58,Succeeded
PAY00010101,ORD00010101,2025-06-02,PayPal,7865.95,Succeeded
PAY00010102,ORD00010102,2024-06-11,PayPal,5217.98,Succeeded
PAY00010104,ORD00010104,2024-04-10,Wire,2057.7,Failed
PAY00010105,ORD00010105,2024-01-10,Card,3656.78,Succeeded
PAY00010106,ORD00010106,2025-06-24,PayPal,3874.3,Succeeded
PAY00010107,ORD00010107,2024-07-19,Wire,6167.05,Succeeded
PAY00010108,ORD00010108,2025-04-22,ACH,3187.22,Failed
PAY00010109,ORD00010109,2025-08-05,ACH,3590.14,Succeeded
PAY00010112,ORD00010112,2024-05-02,PayPal,3519.66,Succeeded
PAY00010113,ORD00010113,2024-01-17,Wire,2856.07,Succeeded
PAY00010114,ORD00010114,2025-03-23,ACH,4629.02,Succeeded
PAY00010115,ORD00010115,2025-07-14,Card,3019.19,Succeeded
PAY00010116,ORD00010116,2024-07-15,ACH,1710.75,Succeeded
PAY00010117,ORD00010117,2025-08-23,ACH,3311.92,Pending
PAY00010118,ORD00010118,2024-02-28,Wire,2265.34,Succeeded
PAY00010119,ORD00010119,2024-11-22,ACH,5904.08,Succeeded
PAY00010120,ORD00010120,2025-03-08,Card,1987.68,Succeeded
PAY00010121,ORD00010121,2024-04-16,Wire,5059.96,Succeeded
PAY00010122,ORD00010122,2026-02-24,ACH,4756.68,Succeeded
PAY00010123,ORD00010123,2024-08-25,Wire,7859.51,Succeeded
PAY00010124,ORD00010124,2024-10-23,ACH,3484.76,Succeeded
PAY00010125,ORD00010125,2024-04-26,Wire,3026.57,Succeeded
PAY00010126,ORD00010126,2025-02-20,ACH,8485.73,Succeeded
PAY00010127,ORD00010127,2025-12-23,Card,6960.91,Succeeded
PAY00010128,ORD00010128,2024-05-19,Wire,2398.41,Succeeded
PAY00010129,ORD00010129,2024-11-21,Wire,844.01,Succeeded
PAY00010130,ORD00010130,2025-01-31,Card,1415.5,Succeeded
PAY00010132,ORD00010132,2024-03-10,Wire,2724.76,Succeeded
PAY00010133,ORD00010133,2024-12-10,Wire,7829.6,Succeeded
PAY00010134,ORD00010134,2024-07-06,PayPal,3775.88,Succeeded
PAY00010135,ORD00010135,2025-03-06,Wire,5133.72,Succeeded
PAY00010136,ORD00010136,2024-03-02,Card,1845.79,Succeeded
PAY00010137,ORD00010137,2025-09-27,Card,2816.08,Succeeded
PAY00010138,ORD00010138,2024-06-26,PayPal,3535.76,Succeeded
PAY00010139,ORD00010139,2025-05-04,ACH,801.89,Failed
PAY00010140,ORD00010140,2024-07-07,ACH,2869.03,Succeeded
PAY00010141,ORD00010141,2024-01-20,Wire,3384.0,Succeeded
PAY00010142,ORD00010142,2024-07-30,ACH,5219.61,Succeeded
PAY00010143,ORD00010143,2025-04-01,PayPal,1997.63,Succeeded
PAY00010144,ORD00010144,2024-11-11,PayPal,6439.51,Succeeded
PAY00010145,ORD00010145,2024-10-29,ACH,2064.58,Succeeded
PAY00010146,ORD00010146,2025-05-08,Wire,571.76,Succeeded
PAY00010147,ORD00010147,2026-02-14,PayPal,7562.13,Succeeded
PAY00010148,ORD00010148,2026-01-18,Wire,434.21,Succeeded
PAY00010149,ORD00010149,2024-01-16,Card,6943.33,Failed
PAY00010150,ORD00010150,2025-09-01,PayPal,6125.21,Succeeded
PAY00010151,ORD00010151,2025-09-24,ACH,5156.43,Succeeded
PAY00010152,ORD00010152,2024-11-03,ACH,5536.61,Succeeded
PAY00010153,ORD00010153,2025-12-08,ACH,7270.33,Succeeded
PAY00010156,ORD00010156,2025-11-21,PayPal,1987.4,Pending
PAY00010157,ORD00010157,2024-11-27,Card,2371.11,Succeeded
PAY00010158,ORD00010158,2024-05-05,ACH,5552.03,Succeeded
PAY00010159,ORD00010159,2024-06-22,PayPal,5878.26,Succeeded
PAY00010160,ORD00010160,2025-03-26,ACH,38.93,Succeeded
PAY00010161,ORD00010161,2026-01-26,Card,4024.69,Succeeded
PAY00010162,ORD00010162,2024-08-11,Card,6169.09,Succeeded
PAY00010163,ORD00010163,2025-03-22,Wire,4063.96,Succeeded
PAY00010164,ORD00010164,2025-04-21,ACH,188.98,Succeeded
PAY00010165,ORD00010165,2024-01-17,Card,1181.64,Succeeded
PAY00010166,ORD00010166,2024-08-04,ACH,4246.53,Succeeded
PAY00010167,ORD00010167,2025-12-13,ACH,5264.05,Succeeded
PAY00010168,ORD00010168,2024-07-12,PayPal,7470.67,Succeeded
PAY00010169,ORD00010169,2024-11-17,Card,3223.49,Succeeded
PAY00010171,ORD00010171,2024-05-10,Wire,6377.49,Succeeded
PAY00010172,ORD00010172,2024-05-28,Wire,1132.04,Succeeded
PAY00010173,ORD00010173,2025-02-09,Wire,4793.01,Succeeded
PAY00010174,ORD00010174,2024-03-24,Wire,6824.65,Succeeded
PAY00010175,ORD00010175,2024-09-14,Wire,1418.96,Succeeded
PAY00010176,ORD00010176,2024-10-07,PayPal,5593.34,Succeeded
PAY00010177,ORD00010177,2024-04-09,PayPal,1562.92,Succeeded
PAY00010178,ORD00010178,2024-01-26,PayPal,2384.34,Succeeded
PAY00010179,ORD00010179,2025-08-24,ACH,6064.24,Succeeded
PAY00010180,ORD00010180,2024-11-16,PayPal,6436.93,Succeeded
PAY00010181,ORD00010181,2024-04-03,Card,2705.55,Succeeded
PAY00010182,ORD00010182,2024-01-21,Card,871.3,Succeeded
PAY00010183,ORD00010183,2024-03-03,Card,7351.32,Succeeded
PAY00010184,ORD00010184,2025-12-22,PayPal,943.44,Pending
PAY00010185,ORD00010185,2024-03-22,PayPal,630.02,Succeeded
PAY00010186,ORD00010186,2024-02-15,PayPal,2329.48,Succeeded
PAY00010187,ORD00010187,2024-10-26,ACH,2212.02,Succeeded
PAY00010189,ORD00010189,2024-12-20,Card,2300.89,Succeeded
PAY00010190,ORD00010190,2025-05-22,Wire,3745.99,Succeeded
PAY00010191,ORD00010191,2024-06-12,PayPal,7140.07,Succeeded
PAY00010192,ORD00010192,2024-06-23,Card,315.91,Succeeded
PAY00010193,ORD00010193,2024-03-08,Wire,105.36,Succeeded
PAY00010194,ORD00010194,2025-09-08,Wire,2608.55,Succeeded
PAY00010195,ORD00010195,2025-06-18,ACH,428.55,Succeeded
PAY00010196,ORD00010196,2025-07-06,Wire,3394.05,Succeeded
PAY00010197,ORD00010197,2024-12-09,Wire,2684.73,Succeeded
PAY00010198,ORD00010198,2026-02-26,ACH,4514.34,Succeeded
PAY00010200,ORD00010200,2024-07-02,PayPal,4932.14,Succeeded
PAY00010201,ORD00010201,2025-08-10,ACH,2774.48,Succeeded
PAY00010202,ORD00010202,2025-01-29,PayPal,7375.64,Succeeded
PAY00010203,ORD00010203,2025-01-12,Card,225.94,Succeeded
PAY00010204,ORD00010204,2025-04-30,Wire,363.16,Succeeded
PAY00010205,ORD00010205,2025-06-10,Wire,4498.08,Succeeded
PAY00010207,ORD00010207,2025-08-20,Card,5365.34,Succeeded
PAY00010208,ORD00010208,2024-04-29,ACH,4480.07,Succeeded
PAY00010209,ORD00010209,2025-01-05,ACH,4893.24,Succeeded
PAY00010210,ORD00010210,2026-01-26,ACH,721.69,Succeeded
PAY00010211,ORD00010211,2026-02-25,Wire,8152.75,Failed
PAY00010212,ORD00010212,2025-01-05,Wire,7010.7,Succeeded
PAY00010213,ORD00010213,2024-12-04,Card,1662.96,Succeeded
PAY00010214,ORD00010214,2026-01-20,PayPal,742.64,Succeeded
PAY00010215,ORD00010215,2024-02-03,Wire,1771.87,Succeeded
PAY00010216,ORD00010216,2025-11-23,ACH,4959.96,Succeeded
PAY00010218,ORD00010218,2024-08-17,PayPal,210.68,Succeeded
PAY00010219,ORD00010219,2024-12-19,Card,2609.53,Succeeded
PAY00010220,ORD00010220,2024-05-09,ACH,5991.15,Succeeded
PAY00010221,ORD00010221,2024-05-27,PayPal,4041.73,Pending
PAY00010222,ORD00010222,2025-11-25,PayPal,2434.96,Succeeded
PAY00010223,ORD00010223,2024-11-05,Card,3452.83,Succeeded
PAY00010224,ORD00010224,2025-10-05,PayPal,1313.99,Succeeded
PAY00010225,ORD00010225,2025-12-14,PayPal,2686.79,Succeeded
PAY00010226,ORD00010226,2024-06-19,Wire,2208.6,Succeeded
PAY00010227,ORD00010227,2024-02-17,Wire,1738.62,Pending
PAY00010228,ORD00010228,2025-01-23,Card,3006.87,Succeeded
PAY00010229,ORD00010229,2024-06-15,Wire,3948.08,Succeeded
PAY00010230,ORD00010230,2025-08-31,ACH,446.47,Succeeded
PAY00010231,ORD00010231,2025-02-08,ACH,7193.66,Succeeded
PAY00010232,ORD00010232,2024-12-25,Card,9715.79,Succeeded
PAY00010233,ORD00010233,2025-01-06,Wire,1794.69,Succeeded
PAY00010234,ORD00010234,2024-12-20,ACH,2508.72,Succeeded
PAY00010235,ORD00010235,2025-09-17,PayPal,3946.0,Succeeded
PAY00010236,ORD00010236,2024-09-11,ACH,3501.4,Succeeded
PAY00010237,ORD00010237,2025-04-23,Wire,6490.58,Succeeded
PAY00010238,ORD00010238,2025-09-17,ACH,358.13,Succeeded
PAY00010239,ORD00010239,2024-03-29,Card,760.2,Succeeded
PAY00010240,ORD00010240,2024-02-27,Card,409.38,Succeeded
PAY00010241,ORD00010241,2025-10-27,PayPal,1783.79,Succeeded
PAY00010242,ORD00010242,2024-02-17,ACH,6337.01,Succeeded
PAY00010243,ORD00010243,2024-06-25,ACH,1255.0,Succeeded
PAY00010244,ORD00010244,2024-01-27,Wire,5255.73,Succeeded
PAY00010246,ORD00010246,2025-03-10,PayPal,6087.63,Succeeded
PAY00010247,ORD00010247,2024-04-16,ACH,1913.96,Succeeded
PAY00010248,ORD00010248,2026-01-06,ACH,353.86,Succeeded
PAY00010249,ORD00010249,2025-03-12,ACH,6842.25,Succeeded
PAY00010250,ORD00010250,2025-04-11,PayPal,5147.94,Succeeded
PAY00010251,ORD00010251,2024-06-26,ACH,2984.31,Succeeded
PAY00010252,ORD00010252,2025-05-13,Card,2262.65,Succeeded
PAY00010253,ORD00010253,2025-10-03,PayPal,9060.16,Succeeded
PAY00010254,ORD00010254,2024-01-14,PayPal,5653.94,Succeeded
PAY00010255,ORD00010255,2024-04-20,ACH,8430.46,Succeeded
PAY00010256,ORD00010256,2024-08-09,Wire,6049.69,Succeeded
PAY00010257,ORD00010257,2024-11-26,ACH,6832.8,Succeeded
PAY00010258,ORD00010258,2024-03-15,ACH,3894.09,Succeeded
PAY00010259,ORD00010259,2024-01-29,PayPal,3935.92,Succeeded
PAY00010260,ORD00010260,2025-06-05,ACH,4528.73,Succeeded
PAY00010261,ORD00010261,2024-09-06,Card,647.58,Succeeded
PAY00010264,ORD00010264,2024-12-16,PayPal,1056.27,Succeeded
PAY00010265,ORD00010265,2025-03-08,Card,1163.45,Succeeded
PAY00010266,ORD00010266,2024-05-26,Wire,2757.16,Failed
PAY00010267,ORD00010267,2024-11-17,Card,1916.12,Succeeded
PAY00010268,ORD00010268,2024-11-24,ACH,4313.42,Succeeded
PAY00010269,ORD00010269,2025-01-24,Card,1438.26,Succeeded
PAY00010270,ORD00010270,2024-12-05,ACH,4510.83,Succeeded
PAY00010271,ORD00010271,2024-04-23,Card,4499.94,Succeeded
PAY00010272,ORD00010272,2025-12-21,ACH,4713.39,Failed
PAY00010273,ORD00010273,2024-01-20,ACH,5593.85,Succeeded
PAY00010274,ORD00010274,2026-02-17,Card,4468.93,Succeeded
PAY00010276,ORD00010276,2024-10-30,Card,268.14,Succeeded
PAY00010277,ORD00010277,2025-07-21,Wire,1916.76,Succeeded
PAY00010278,ORD00010278,2024-03-19,Card,4325.87,Succeeded
PAY00010279,ORD00010279,2024-11-27,PayPal,3454.72,Succeeded
PAY00010281,ORD00010281,2025-01-29,ACH,2063.51,Succeeded
PAY00010282,ORD00010282,2025-12-05,PayPal,3939.81,Succeeded
PAY00010283,ORD00010283,2025-09-22,PayPal,5981.69,Succeeded
PAY00010284,ORD00010284,2024-04-18,Wire,5561.0,Succeeded
PAY00010285,ORD00010285,2024-02-07,Card,3049.63,Succeeded
PAY00010286,ORD00010286,2024-06-07,ACH,2801.28,Succeeded
PAY00010287,ORD00010287,2025-05-13,Card,3085.77,Succeeded
PAY00010288,ORD00010288,2025-10-04,Card,2344.97,Pending
PAY00010289,ORD00010289,2024-07-16,ACH,4438.45,Succeeded
PAY00010290,ORD00010290,2025-09-20,ACH,1975.76,Succeeded
PAY00010291,ORD00010291,2024-07-21,Card,129.2,Succeeded
PAY00010292,ORD00010292,2025-03-10,Wire,1964.67,Succeeded
PAY00010293,ORD00010293,2024-09-17,Wire,126.7,Pending
PAY00010294,ORD00010294,2025-08-22,Card,6633.77,Succeeded
PAY00010295,ORD00010295,2024-10-14,ACH,1377.57,Succeeded
PAY00010296,ORD00010296,2025-08-22,ACH,309.89,Succeeded
PAY00010297,ORD00010297,2025-05-15,Card,1257.71,Succeeded
PAY00010298,ORD00010298,2025-04-22,ACH,4156.76,Succeeded
PAY00010299,ORD00010299,2026-01-10,Wire,10090.63,Succeeded
PAY00010300,ORD00010300,2024-10-20,PayPal,4652.37,Succeeded
PAY00010301,ORD00010301,2024-07-02,ACH,1623.53,Succeeded
PAY00010302,ORD00010302,2025-06-13,Card,8213.43,Failed
PAY00010303,ORD00010303,2026-02-21,Card,3007.25,Succeeded
PAY00010304,ORD00010304,2024-03-04,Card,6957.51,Succeeded
PAY00010305,ORD00010305,2025-03-05,Card,3464.2,Pending
PAY00010306,ORD00010306,2024-08-05,Wire,285.36,Succeeded
PAY00010307,ORD00010307,2024-01-09,Card,3132.24,Succeeded
PAY00010308,ORD00010308,2025-11-06,ACH,3203.98,Succeeded
PAY00010309,ORD00010309,2026-02-06,Card,2131.25,Succeeded
PAY00010310,ORD00010310,2025-02-11,ACH,2070.55,Succeeded
PAY00010311,ORD00010311,2024-10-13,Wire,4460.86,Succeeded
PAY00010312,ORD00010312,2024-03-31,PayPal,7068.61,Succeeded
PAY00010313,ORD00010313,2025-11-24,Wire,7403.07,Succeeded
PAY00010314,ORD00010314,2024-09-15,Card,5886.23,Succeeded
PAY00010315,ORD00010315,2025-01-19,ACH,1633.02,Succeeded
PAY00010316,ORD00010316,2026-02-17,PayPal,7557.62,Pending
PAY00010317,ORD00010317,2024-04-06,ACH,2610.4,Succeeded
PAY00010318,ORD00010318,2026-01-08,ACH,1187.94,Succeeded
PAY00010319,ORD00010319,2024-08-14,Card,6696.32,Pending
PAY00010320,ORD00010320,2024-04-29,ACH,5128.62,Failed
PAY00010321,ORD00010321,2024-10-25,Wire,3851.97,Succeeded
PAY00010322,ORD00010322,2025-06-04,Wire,949.69,Succeeded
PAY00010323,ORD00010323,2024-09-29,Card,1603.75,Succeeded
PAY00010324,ORD00010324,2025-07-19,Wire,75.16,Succeeded
PAY00010325,ORD00010325,2024-05-15,Wire,4008.4,Failed
PAY00010326,ORD00010326,2025-11-13,Wire,3001.53,Succeeded
PAY00010327,ORD00010327,2025-05-31,Wire,4047.71,Succeeded
PAY00010328,ORD00010328,2025-12-07,Wire,5794.47,Succeeded
PAY00010329,ORD00010329,2025-09-01,Card,5542.07,Succeeded
PAY00010330,ORD00010330,2024-09-09,ACH,3393.8,Succeeded
PAY00010331,ORD00010331,2025-08-26,Card,10855.63,Succeeded
PAY00010332,ORD00010332,2025-04-01,ACH,1168.0,Succeeded
PAY00010333,ORD00010333,2025-03-07,Wire,881.52,Succeeded
PAY00010334,ORD00010334,2025-08-10,Card,4232.82,Succeeded
PAY00010335,ORD00010335,2024-06-08,ACH,2643.89,Succeeded
PAY00010336,ORD00010336,2025-09-29,Wire,4608.0,Succeeded
PAY00010337,ORD00010337,2025-11-28,Wire,1200.79,Succeeded
PAY00010338,ORD00010338,2024-02-16,Wire,3670.2,Succeeded
PAY00010339,ORD00010339,2024-01-04,Card,6679.39,Pending
PAY00010341,ORD00010341,2025-08-22,PayPal,1139.43,Succeeded
PAY00010342,ORD00010342,2024-01-16,Card,2365.85,Succeeded
PAY00010343,ORD00010343,2025-02-01,PayPal,2355.1,Succeeded
PAY00010344,ORD00010344,2025-11-30,Wire,6397.32,Succeeded
PAY00010345,ORD00010345,2024-06-18,PayPal,766.45,Succeeded
PAY00010346,ORD00010346,2024-06-27,Wire,2120.17,Succeeded
PAY00010347,ORD00010347,2024-07-10,PayPal,2172.89,Succeeded
PAY00010348,ORD00010348,2026-01-10,ACH,3162.81,Succeeded
PAY00010349,ORD00010349,2025-02-18,Wire,4300.82,Succeeded
PAY00010350,ORD00010350,2025-02-23,PayPal,5034.02,Succeeded
PAY00010351,ORD00010351,2025-12-24,Wire,1755.7,Succeeded
PAY00010352,ORD00010352,2024-04-15,Card,2648.54,Succeeded
PAY00010353,ORD00010353,2025-04-15,Wire,3890.05,Succeeded
PAY00010354,ORD00010354,2025-03-05,ACH,653.41,Succeeded
PAY00010355,ORD00010355,2024-12-25,Card,1687.64,Succeeded
PAY00010356,ORD00010356,2024-09-28,PayPal,2467.14,Succeeded
PAY00010357,ORD00010357,2024-11-30,Wire,6747.83,Succeeded
PAY00010358,ORD00010358,2024-11-21,Wire,235.76,Succeeded
PAY00010359,ORD00010359,2024-04-09,Wire,5902.61,Succeeded
PAY00010360,ORD00010360,2025-04-10,PayPal,8980.31,Succeeded
PAY00010361,ORD00010361,2025-04-02,Wire,319.72,Succeeded
PAY00010362,ORD00010362,2024-06-18,Wire,5019.95,Succeeded
PAY00010363,ORD00010363,2025-09-19,ACH,4257.92,Succeeded
PAY00010364,ORD00010364,2025-06-28,Card,923.21,Succeeded
PAY00010366,ORD00010366,2024-10-23,PayPal,5642.93,Succeeded
PAY00010367,ORD00010367,2024-02-06,Wire,1269.83,Pending
PAY00010368,ORD00010368,2026-02-13,ACH,2721.38,Succeeded
PAY00010369,ORD00010369,2024-01-22,Card,3359.82,Succeeded
PAY00010370,ORD00010370,2024-04-22,Wire,335.11,Succeeded
PAY00010371,ORD00010371,2024-02-04,Wire,3320.71,Succeeded
PAY00010372,ORD00010372,2025-03-23,Card,5137.54,Succeeded
PAY00010373,ORD00010373,2024-10-28,ACH,1310.79,Succeeded
PAY00010374,ORD00010374,2024-01-05,PayPal,5380.69,Succeeded
PAY00010375,ORD00010375,2025-06-14,PayPal,5264.54,Succeeded
PAY00010378,ORD00010378,2024-10-26,ACH,1585.15,Succeeded
PAY00010379,ORD00010379,2024-04-17,Card,7077.15,Succeeded
PAY00010380,ORD00010380,2025-09-29,Card,8680.53,Succeeded
PAY00010381,ORD00010381,2025-07-14,PayPal,4867.72,Succeeded
PAY00010382,ORD00010382,2024-04-29,Wire,571.78,Succeeded
PAY00010383,ORD00010383,2024-06-09,PayPal,4713.82,Succeeded
PAY00010384,ORD00010384,2024-07-30,Card,6090.28,Succeeded
PAY00010385,ORD00010385,2025-02-22,ACH,6762.81,Succeeded
PAY00010386,ORD00010386,2025-12-22,Card,1591.36,Succeeded
PAY00010387,ORD00010387,2025-06-09,PayPal,2837.01,Succeeded
PAY00010388,ORD00010388,2024-10-09,ACH,552.57,Succeeded
PAY00010389,ORD00010389,2024-10-15,Wire,378.81,Succeeded
PAY00010390,ORD00010390,2024-08-05,ACH,847.96,Succeeded
PAY00010391,ORD00010391,2024-04-21,Card,1951.53,Succeeded
PAY00010392,ORD00010392,2024-08-15,Wire,1877.3,Succeeded
PAY00010393,ORD00010393,2025-03-12,Wire,9811.32,Succeeded
PAY00010394,ORD00010394,2024-05-01,ACH,7080.44,Pending
PAY00010395,ORD00010395,2024-02-13,ACH,1939.06,Succeeded
PAY00010396,ORD00010396,2024-01-14,Card,2714.14,Succeeded
PAY00010399,ORD00010399,2025-06-17,ACH,1774.13,Succeeded
PAY00010400,ORD00010400,2024-11-20,ACH,6176.05,Succeeded
PAY00010401,ORD00010401,2025-05-12,Wire,6046.83,Succeeded
