movement_id,movement_ts,warehouse_id,product_id,movement_type,qty_delta,reference_id
IM00005705,2024-02-18T23:21:17,W013,P00307,ADJUSTMENT,3,11324890-dbf3-4f86-88dc-4a9744c313f6
IM00005706,2024-11-30T15:46:09,W015,P00472,TRANSFER_IN,17,e7ea4d98-4895-4060-abb4-521314723d10
IM00005707,2024-06-04T14:32:21,W007,P00114,SHIP,-14,f1de49f3-5896-4cd4-a221-4f382fffa6cf
IM00005708,2026-01-28T15:16:10,W017,P00523,TRANSFER_OUT,-36,361cfcb2-0411-4744-a501-da960e2dfdd3
IM00005709,2025-01-08T09:06:42,W014,P00305,SHIP,-19,259973a0-9545-4ff7-9516-9242a4ec0b21
IM00005710,2025-09-18T02:28:45,W001,P00346,ADJUSTMENT,1,708ec705-1ae3-4e02-8e3d-78b47cd5535d
IM00005711,2024-12-20T12:11:48,W003,P00206,RECEIPT,13,e1650350-2340-42cb-927c-869e4864030a
IM00005712,2025-09-02T05:04:23,W002,P00012,TRANSFER_IN,30,9a5d14b7-879b-4f47-b02f-7ca5ceecae5f
IM00005713,2025-04-18T11:22:56,W011,P00012,RECEIPT,19,81d06fd3-f78e-4afb-876c-f581a506a3c1
IM00005714,2024-11-05T06:44:40,W005,P00543,RECEIPT,1,5747ed8a-c61e-457b-af2c-72db25df961d
IM00005715,2025-04-16T00:13:26,W014,P00074,TRANSFER_IN,26,4dce625b-e3ac-4bdd-8721-eeda798c997c
IM00005716,2024-09-26T05:15:36,W004,P00527,RECEIPT,18,820fb506-ce52-45a3-88e8-2d1d36adef88
IM00005717,2024-02-20T12:01:47,W009,P00378,TRANSFER_IN,2,2f6211fc-efec-48c1-8ff5-358130b7df5e
IM00005718,2025-11-03T16:09:02,W012,P00155,RECEIPT,9,0090a424-fcc1-4eab-86dd-47abbe1484bd
IM00005719,2025-10-06T11:26:27,W003,P00207,RECEIPT,37,ae9d283c-4ad2-4866-b2a5-911fdcac6560
IM00005720,2024-12-28T21:08:38,W013,P00534,TRANSFER_IN,18,ad0451e3-c18a-4389-8cbc-d10ecb5cf4d5
IM00005721,2024-11-04T23:58:11,W015,P00274,SHIP,-31,77cf8623-9484-4129-880a-fe2e300fd901
IM00005722,2024-01-09T09:22:49,W015,P00597,ADJUSTMENT,38,84f6c7c3-ed12-4f01-9361-e228284eee2a
IM00005723,2025-02-22T17:04:50,W011,P00081,TRANSFER_OUT,-21,4bde54ad-7a5d-4c46-ab9f-c6f9b31d662a
IM00005724,2025-08-14T16:50:19,W011,P00185,ADJUSTMENT,12,83c5735a-47e0-461d-b44f-8f1d097a158c
IM00005725,2025-09-28T11:35:31,W013,P00344,RECEIPT,2,f2510666-6746-4863-86a2-bbdd0983f851
IM00005726,2024-01-09T08:31:34,W014,P00537,TRANSFER_OUT,-4,bd32cda8-d87a-45eb-b067-31aac0ce6cfc
IM00005727,2025-07-02T02:18:19,W002,P00441,RECEIPT,20,3a9df2d7-80ea-4351-9caf-aa391167d65c
IM00005728,2024-08-03T11:35:26,W014,P00411,RECEIPT,44,914856e3-341e-4e4f-82e3-b1c71f2feec4
IM00005729,2024-09-05T19:50:48,W005,P00204,RECEIPT,21,21ba51e8-9d30-4d9c-beb9-b7d73cd68ccc
IM00005730,2024-06-12T11:41:50,W002,P00193,TRANSFER_IN,40,ef63830e-355d-41f6-ac0a-d33e8c216915
IM00005731,2024-04-06T10:04:07,W015,P00223,RECEIPT,42,6b3f6bf2-ad65-49c6-824d-0d8ccedddd3c
IM00005732,2024-09-05T10:20:44,W001,P00524,RECEIPT,35,6d7c2ab4-97d4-406b-8f36-578185f324ca
IM00005733,2024-06-30T08:05:46,W012,P00436,ADJUSTMENT,24,86ae134d-bc4b-41e2-a426-c3c50f0fe00a
IM00005734,2024-09-17T01:40:21,W017,P00419,ADJUSTMENT,6,5bfe7144-023a-4db2-8c2f-1bfd4bcecf46
IM00005735,2025-02-03T16:35:05,W002,P00058,TRANSFER_IN,48,bd69be3f-37fc-434d-bbc9-12f7cc7f8539
IM00005736,2025-09-02T06:33:02,W003,P00014,SHIP,-1,47bbdbd7-2905-4e36-a269-a1e83d785622
IM00005737,2026-01-12T09:37:01,W004,P00021,ADJUSTMENT,10,63029aa6-449d-49e2-830f-0fd04a651ad3
IM00005738,2025-05-03T07:10:40,W003,P00456,SHIP,-11,29c60f6d-0d9e-43b1-a0f5-88d6591a6dcd
IM00005739,2024-05-05T18:36:08,W004,P00183,TRANSFER_IN,2,0cf41285-5e84-4573-a8fe-30aca6ac0cf6
IM00005740,2024-05-03T01:13:41,W009,P00467,TRANSFER_OUT,-38,990a1b22-a585-4a3b-b120-86af54e6066a
IM00005741,2025-02-22T14:41:08,W009,P00485,RECEIPT,46,30feaae6-19cf-4dc0-b2d3-4372a90185f3
IM00005742,2025-03-09T03:24:00,W008,P00192,RECEIPT,15,392e4d8d-6eed-43df-88ce-e9d891cb1d5b
IM00005743,2024-11-19T02:40:59,W012,P00236,RECEIPT,3,a6acd12c-1388-4ff9-8cfe-b46a7e5ddcec
IM00005744,2024-04-18T10:04:43,W001,P00338,SHIP,-6,c8f971b5-e421-45d3-b57a-14cd0f108728
IM00005745,2024-04-02T01:12:24,W016,P00396,RECEIPT,18,f9cc70c0-49c8-4a59-b686-0705fd64ab11
IM00005746,2025-08-26T03:56:14,W017,P00245,ADJUSTMENT,18,81d5ece4-8ab4-4b6d-a663-394859cbaa43
IM00005747,2025-08-29T12:22:11,W013,P00122,RECEIPT,17,e2bf0d28-c9ba-4013-bd5b-3d1aa7d7e58b
IM00005748,2025-05-06T05:08:14,W003,P00386,SHIP,-45,580f7a41-884e-42f0-921a-2c955f02e11e
IM00005749,2025-01-22T18:41:58,W005,P00019,SHIP,-25,a0cf4716-b356-4fb2-8e75-31fbe062b05e
IM00005750,2024-06-23T09:01:14,W015,P00506,RECEIPT,15,51f75412-b300-434c-b71a-b29c3981c1a7
IM00005751,2025-09-01T08:16:27,W013,P00187,TRANSFER_OUT,-46,37c25927-f4b9-44aa-a8df-ac440ef4c9a9
IM00005752,2024-02-06T13:13:11,W007,P00099,SHIP,-24,46ad4fcb-3d8a-436e-9f66-58f52ac0112e
IM00005753,2025-04-13T22:22:26,W005,P00489,ADJUSTMENT,45,b61f0548-bc4e-44e7-a8ff-bc6ee84473ba
IM00005754,2024-10-15T13:39:43,W013,P00201,ADJUSTMENT,13,d08d3cc3-e9a8-4493-b5d1-7d1113d5f975
IM00005755,2024-03-24T02:24:45,W014,P00022,SHIP,-29,4c7fb046-3a8d-4a86-8cfb-0e933cbe5613
IM00005756,2024-08-19T23:12:32,W016,P00029,TRANSFER_IN,34,4436c914-9e51-41ad-bd35-5535e0481211
IM00005757,2024-02-01T23:28:43,W001,P00430,ADJUSTMENT,33,22d31244-e1bb-401e-be89-41f88fb5d8cf
IM00005758,2025-09-05T22:49:04,W015,P00355,RECEIPT,40,7a98e08b-5249-4437-8b8e-f50627cd2f6c
IM00005759,2024-02-22T13:56:34,W010,P00203,ADJUSTMENT,27,47eb7d1b-ed38-4934-9d9e-ef2f0fa2560b
IM00005760,2024-09-19T17:48:01,W007,P00250,TRANSFER_OUT,-33,2027f0b5-b890-4d50-abda-abb38f00d0b1
IM00005761,2025-02-05T14:35:56,W013,P00421,TRANSFER_OUT,-24,3919d3bf-0524-409d-bfce-25e63b9cfc46
IM00005762,2024-09-12T08:54:52,W004,P00158,SHIP,-38,9ea93f11-ec67-4739-b12a-85828a934796
IM00005763,2025-10-03T16:12:13,W006,P00458,ADJUSTMENT,32,a032fd36-e5ec-4b95-a239-19064bb134ce
IM00005764,2024-06-23T20:44:39,W009,P00026,RECEIPT,28,963aaa47-0c7c-45e0-80d2-87562c9d2807
IM00005765,2026-02-10T20:25:27,W002,P00094,SHIP,-27,bd01f8b5-3ca9-48cb-b130-7c2e9093b8ad
IM00005766,2024-02-24T22:31:27,W001,P00170,SHIP,-4,52a9a3fc-f094-4f74-ba27-306ac3c561ad
IM00005767,2024-04-29T10:31:45,W017,P00393,RECEIPT,10,704f3b0f-71ff-49ad-b0a3-1c7557ac0177
IM00005768,2024-02-15T02:28:47,W015,P00043,SHIP,-32,5284847a-ffdc-4e01-94fd-15727cc2d8a5
IM00005769,2024-07-15T08:31:35,W004,P00040,TRANSFER_IN,32,2f78c1b7-3050-4ac6-8e33-ec67376a8de6
IM00005770,2025-09-22T16:24:45,W004,P00197,TRANSFER_IN,23,0a877fd1-f3e4-42e4-930a-a0268413fd90
IM00005771,2025-07-13T22:58:07,W009,P00350,SHIP,-7,ca8a4ac7-afab-47e6-a67a-082d9683b4ae
IM00005772,2024-09-18T10:49:24,W008,P00526,SHIP,-16,6042a259-287d-484b-95ed-5e1be56056d5
IM00005773,2026-02-02T04:13:48,W010,P00303,SHIP,-25,fc1944ab-d90d-4922-aa36-657c4c08e999
IM00005774,2025-07-09T07:04:00,W016,P00080,TRANSFER_OUT,-15,107e0a0a-1762-482f-a977-5b88dff19528
IM00005775,2024-06-18T05:06:05,W011,P00217,TRANSFER_OUT,-4,b81e42d6-ca6c-4b3f-97e2-d0f02b58ea92
IM00005776,2024-07-31T11:18:19,W007,P00560,RECEIPT,22,93ced3df-8574-44f2-85a9-23e25b8e2057
IM00005777,2025-11-24T09:29:09,W010,P00582,TRANSFER_IN,35,8e7b6b82-0d68-494c-aca6-c9171aae7008
IM00005778,2026-02-19T00:05:28,W017,P00309,SHIP,-33,ee412a0d-580c-4770-a93e-3ce48b9c5ce0
IM00005779,2024-01-23T08:28:20,W016,P00401,SHIP,-16,e15f34fd-0d1a-4853-a37b-f5d3d0de071a
IM00005780,2025-07-06T20:47:06,W013,P00064,TRANSFER_OUT,-32,5e96a153-21a4-4793-8935-d500b78ed595
IM00005781,2024-04-27T01:49:32,W014,P00292,TRANSFER_OUT,-29,3faea209-b7ab-4ce6-b2bc-18d709c2f138
IM00005782,2024-12-23T19:28:44,W012,P00129,TRANSFER_IN,5,a30884a3-f8dc-4732-aff6-4418f82d5dc7
IM00005783,2026-01-05T03:46:09,W003,P00539,RECEIPT,24,f4398582-af54-4eb6-af14-d4033bc8cff2
IM00005784,2024-04-11T05:21:48,W009,P00566,RECEIPT,38,b7037e76-f987-4921-bc04-fe4d41496d91
IM00005785,2024-10-16T03:20:14,W004,P00548,RECEIPT,30,eb7883e4-b28a-4def-92e2-cc4b68ddaa5c
IM00005786,2026-01-01T08:42:52,W007,P00443,TRANSFER_OUT,-19,a4172656-7abd-4298-9c1a-bcbb2ee81cca
IM00005787,2024-03-05T19:43:53,W003,P00480,RECEIPT,37,2f0c0f9e-c8ed-483a-b2d3-ab2c0fea0444
IM00005788,2025-07-03T16:55:13,W013,P00547,ADJUSTMENT,36,b1bb158d-ee5a-4b8e-bf26-2318ab7b97e5
IM00005789,2025-09-23T10:13:58,W012,P00344,SHIP,-41,78cef39f-f994-4d6a-abc6-143b6062bcd7
IM00005790,2025-01-31T01:04:12,W017,P00497,RECEIPT,43,5c5aa79b-1360-423b-ae53-0b026be5c0eb
IM00005791,2024-02-09T03:59:56,W008,P00132,SHIP,-44,b1290133-31cf-447b-beaa-ede61b2cd4c5
IM00005792,2025-08-16T06:57:48,W009,P00245,TRANSFER_IN,44,f07f2a48-409e-4d7c-89fb-b84ba9285d6f
IM00005793,2025-12-23T23:05:32,W017,P00100,SHIP,-18,9fc2b045-9e86-4628-8bc4-c7d972963d2d
IM00005794,2024-03-30T22:58:43,W010,P00102,ADJUSTMENT,46,721d4237-098e-47cf-91a1-b091b0e1712e
IM00005795,2024-02-24T17:02:08,W010,P00340,TRANSFER_IN,37,bd874150-ce8c-4590-b443-12ce5ceb2468
IM00005796,2024-10-05T02:00:13,W008,P00472,RECEIPT,5,d738fedc-9f80-4f1a-94d8-5358486f6020
IM00005797,2024-03-07T10:39:57,W007,P00331,TRANSFER_OUT,-15,5ab105a1-a73b-41cc-a343-13f8482be039
IM00005798,2025-09-25T03:15:08,W017,P00532,TRANSFER_IN,4,ce825e83-7b21-440b-9d0b-123fcebe014b
IM00005799,2025-12-18T00:55:33,W014,P00408,TRANSFER_IN,26,1de645ca-c42a-44c4-9a0f-aef3c35bd3f7
IM00005800,2024-12-07T20:47:07,W008,P00196,TRANSFER_IN,6,84fa6ee4-4cec-48f5-beda-cbebb04395cf
IM00005801,2024-05-13T15:18:01,W013,P00546,SHIP,-35,a5e6a393-d5e9-49a3-b142-ce7475e6ac18
IM00005802,2026-01-11T04:47:16,W007,P00009,ADJUSTMENT,22,e77427de-f83a-4ca8-8954-0ae7300ce865
IM00005803,2025-11-13T22:13:52,W004,P00561,RECEIPT,41,a4d5c117-3122-4cf3-9ccd-545b5c1dd9d4
IM00005804,2024-09-30T16:24:13,W002,P00280,TRANSFER_IN,10,ad6e06c1-280d-42e1-b62e-7bfe49957e09
IM00005805,2025-05-07T21:43:49,W015,P00005,TRANSFER_IN,40,62aa62e8-170b-4049-abed-5a411126382f
IM00005806,2025-12-04T03:42:17,W003,P00153,SHIP,-45,cd8274b5-8179-4895-87c9-2bf77fedc0e5
IM00005807,2024-03-16T04:57:26,W013,P00301,RECEIPT,1,54c137d8-8d4e-4e9d-b33c-d088dd492010
IM00005808,2025-04-16T09:13:59,W015,P00292,ADJUSTMENT,44,abcca6c2-6d6d-4a44-9cb8-e83d054d4b8a
IM00005809,2024-08-27T13:44:01,W001,P00027,RECEIPT,17,9aed48ab-3bca-4c30-ad18-64b89e9a2cb8
IM00005810,2025-08-20T09:20:26,W014,P00597,TRANSFER_IN,48,aec6e15b-6b59-43b5-a5b3-8effeb5bd184
IM00005811,2024-04-08T09:22:38,W006,P00441,TRANSFER_IN,32,ab7fc958-e4d2-4fc7-a656-42ec7fe94ebf
IM00005812,2024-07-06T17:47:55,W013,P00096,ADJUSTMENT,4,abb6b723-2b60-47c4-b707-daacd3138a41
IM00005813,2024-10-23T10:02:04,W014,P00235,RECEIPT,8,66d233a3-254f-47da-9212-ded5ef323daa
IM00005814,2025-03-01T05:59:16,W015,P00116,TRANSFER_IN,22,d2d6d4c4-257c-4567-aa51-5841b229ba39
IM00005815,2024-11-18T14:19:29,W009,P00521,SHIP,-9,e462c0cb-ffa8-4e7f-8f15-d99bc02a993a
IM00005816,2024-05-08T20:24:12,W007,P00281,RECEIPT,39,a6cd8b40-d253-497d-bae3-cccf29dfc4ec
IM00005817,2024-10-25T06:56:09,W004,P00457,TRANSFER_IN,3,25070622-94c3-4e5e-b16a-3b29d83c1044
IM00005818,2024-05-22T09:16:35,W008,P00280,SHIP,-8,697311da-c1d4-47e2-a0e8-75f6c3a09616
IM00005819,2024-03-25T13:16:38,W017,P00108,RECEIPT,22,3e833876-aa2d-43d6-9152-96f842fc78ce
IM00005820,2024-02-25T22:42:31,W006,P00055,TRANSFER_OUT,-13,2014d7e8-ca0a-4749-b1c4-3a155a6ebe3f
IM00005821,2024-04-25T14:53:40,W017,P00229,SHIP,-6,708c1483-7b53-4717-9c01-0b9c4faaa1bf
IM00005822,2024-11-21T23:15:54,W009,P00114,ADJUSTMENT,39,4ecccbde-99d9-48db-9349-403e6c6ff7d2
IM00005823,2024-10-29T12:06:23,W004,P00196,TRANSFER_IN,24,28c2aac4-903c-4b23-9a3e-49966f973c23
IM00005824,2025-02-04T23:14:08,W008,P00016,SHIP,-17,e3d6deec-ce1c-450e-b55f-16f79fee620a
IM00005825,2025-10-30T10:45:22,W010,P00124,SHIP,-16,991ae6e0-876e-4203-89c0-30d5bc0d40cd
IM00005826,2025-09-12T22:40:08,W003,P00176,TRANSFER_OUT,-48,d575d0e8-aa96-404f-a163-98e3ca83e4a2
IM00005827,2024-01-14T10:54:42,W005,P00055,RECEIPT,38,05d970d8-7534-4f97-914f-a60dbcacab21
IM00005828,2025-11-05T04:29:47,W013,P00461,TRANSFER_IN,12,87b0ce02-39a0-4128-9c13-6bc66e31d632
IM00005829,2025-09-12T08:42:36,W005,P00535,SHIP,-20,5b0ea1ce-492f-4a41-9d85-f8c7a0c6faee
IM00005830,2025-01-26T22:43:23,W003,P00267,SHIP,-34,af1d3899-f87d-490e-88a9-08ea02ee5f89
IM00005831,2026-02-10T13:30:37,W004,P00533,ADJUSTMENT,11,7dddc059-364c-4c7a-8dee-3340bfddb07d
IM00005832,2025-03-22T02:21:55,W006,P00395,RECEIPT,20,630a8d5f-3ab9-4ca6-97f5-555e5618ad3c
IM00005833,2026-01-22T20:22:18,W004,P00052,RECEIPT,23,d13536b2-e075-4ac3-af2e-c36bd71fb52f
IM00005834,2025-04-04T23:16:20,W012,P00032,TRANSFER_IN,10,f778835c-a8cd-442b-a77a-9cad4e0e9ef6
IM00005835,2026-02-03T05:26:36,W004,P00588,TRANSFER_OUT,-8,9854afef-350b-4880-922b-db8def4964a4
IM00005836,2025-10-06T23:47:01,W013,P00374,ADJUSTMENT,45,f20a9d4b-abcc-4885-a739-524125790d59
IM00005837,2024-03-09T07:25:48,W008,P00561,RECEIPT,16,6bb12973-8256-4a03-8e7f-e82d816d04f4
IM00005838,2024-03-09T23:10:29,W001,P00431,SHIP,-2,154c0eec-2c7a-450f-80c0-0682d1877160
IM00005839,2024-03-18T20:04:51,W011,P00097,TRANSFER_OUT,-1,7a47f69e-6f92-40ed-a4fe-670f86e5f5bd
IM00005840,2025-01-11T11:54:56,W002,P00071,SHIP,-42,53b7456b-27b6-4bd0-b0b9-7712bbbc5ad5
IM00005841,2025-12-25T02:57:47,W005,P00104,TRANSFER_OUT,-17,dd0e4031-c62b-4e25-9345-5435c094ea1d
IM00005842,2024-07-02T11:57:56,W013,P00542,RECEIPT,15,8ed90000-57d6-4914-a024-ef0909aa7bbf
IM00005843,2025-02-21T18:35:17,W008,P00495,TRANSFER_OUT,-49,9f503736-9595-4891-baad-a85d551ba470
IM00005844,2025-03-06T17:06:34,W010,P00174,TRANSFER_OUT,-41,941e68a6-c98d-4635-b35a-2cc22d815da2
IM00005845,2025-09-19T19:15:48,W011,P00074,RECEIPT,1,4f267f8d-86be-4272-979a-8b51bd1b9c67
IM00005846,2025-08-21T16:59:38,W008,P00273,TRANSFER_OUT,-18,5588f228-7c8b-43de-b403-217d281784cf
IM00005847,2026-01-27T03:40:39,W002,P00047,TRANSFER_OUT,-43,04b6c7d3-17a9-4a70-874b-a21733b16fd0
IM00005848,2025-07-08T12:57:51,W003,P00578,ADJUSTMENT,20,558a2bd5-ab26-44c8-a2f9-72db97bc984f
IM00005849,2025-05-22T07:29:49,W016,P00245,ADJUSTMENT,5,77168339-beb1-4d1c-aab9-898f4f723840
IM00005850,2025-02-05T15:32:20,W015,P00176,TRANSFER_IN,29,60aabd1e-f3ca-4c26-bbd6-634d56e4dfb8
IM00005851,2025-11-26T00:40:07,W014,P00007,TRANSFER_OUT,-35,d568e328-f116-4cb3-b781-9f7c96f7758f
IM00005852,2026-02-16T23:18:05,W017,P00075,SHIP,-6,84f4b08c-a492-420f-b190-0328bd12a91f
IM00005853,2025-02-14T21:41:53,W006,P00031,TRANSFER_OUT,-30,c1fe288b-ed73-40e7-95f1-d1a34e06b0f5
IM00005854,2025-06-23T22:40:03,W015,P00420,SHIP,-42,1d8fdff4-e103-4221-bc00-c7a783c96f36
IM00005855,2026-01-26T00:01:46,W016,P00050,ADJUSTMENT,7,b1587d3c-05a7-4fda-9968-96ac9c090c63
IM00005856,2024-07-10T09:40:26,W009,P00416,TRANSFER_IN,4,654ac645-13b7-4a98-b7e6-d564c4b83757
IM00005857,2024-08-21T01:20:04,W008,P00266,ADJUSTMENT,29,7fb0d298-8289-44ce-b4bd-25ec65e1d026
IM00005858,2025-03-08T23:21:09,W014,P00473,ADJUSTMENT,26,bfc58398-878a-4070-9a28-2c665bd25243
IM00005859,2024-06-20T21:14:45,W017,P00121,ADJUSTMENT,14,8187bc8c-7aed-4f23-9f33-a3295630ae73
IM00005860,2025-07-20T13:29:50,W003,P00383,SHIP,-22,2305d44e-a90a-4d9c-a5fd-835cfff26bae
IM00005861,2024-05-31T00:37:40,W006,P00004,SHIP,-23,459c3007-2b58-4422-a922-3a973af599d1
IM00005862,2025-07-26T09:29:22,W005,P00295,TRANSFER_OUT,-28,d6bc7029-6910-47fe-80cf-e09393504d91
IM00005863,2024-09-15T07:04:05,W015,P00585,ADJUSTMENT,24,77f634da-4cc4-4f26-8d03-9ffac862028c
IM00005864,2025-12-03T00:51:11,W004,P00508,RECEIPT,10,b5e8a767-887d-4064-816e-66b5596e8b3e
IM00005865,2025-07-21T06:48:02,W010,P00435,TRANSFER_IN,41,6beaafd0-3c63-4fca-8533-81c9875511cc
IM00005866,2025-02-09T14:24:53,W013,P00221,SHIP,-43,ba35a996-6ec6-44fb-80da-7f605f408973
IM00005867,2025-11-02T00:11:13,W002,P00418,ADJUSTMENT,2,081bb1f8-1bf9-4499-9010-81e3bbb5c83e
IM00005868,2025-10-09T20:04:17,W002,P00542,TRANSFER_OUT,-3,150ade87-c7ce-462d-8422-dda2ca372d6a
IM00005869,2025-10-29T04:36:46,W009,P00133,ADJUSTMENT,5,823fb1dc-9c2d-44d6-ba2b-1c1a22524c1d
IM00005870,2025-12-03T06:23:35,W003,P00573,ADJUSTMENT,37,100d61b6-b208-4b31-a462-95a667056651
IM00005871,2025-09-17T22:36:57,W013,P00198,TRANSFER_OUT,-12,f8839b88-a43e-4ca3-b9c7-c652e0281c9f
IM00005872,2024-03-25T00:46:10,W002,P00082,RECEIPT,4,34ff8394-94e4-4768-9e44-70dfc8ad436f
IM00005873,2024-02-27T01:12:20,W003,P00097,TRANSFER_IN,33,948fcfbd-60f7-4edc-a77e-8462bf8b96e2
IM00005874,2025-07-25T01:20:13,W017,P00159,RECEIPT,27,0b21689a-ad67-463a-bf58-b5fca68e5597
IM00005875,2024-03-03T21:58:30,W016,P00283,SHIP,-48,dab5e814-8a51-4c1f-91fc-87486dededec
IM00005876,2024-01-23T07:05:17,W004,P00550,TRANSFER_IN,11,77911f41-2063-4a1f-af10-8bac72bb3a1b
IM00005877,2024-08-14T18:44:01,W016,P00450,TRANSFER_IN,25,5129f843-cbfa-41b2-8c68-44d5d5ed8140
IM00005878,2025-11-25T13:20:06,W012,P00414,SHIP,-5,c24db525-e63a-4fd1-adc4-2c9923bdc30b
IM00005879,2025-09-16T08:46:22,W008,P00168,SHIP,-34,01de58d8-1968-4cd3-9d44-019d03ee5ad1
IM00005880,2025-12-19T03:32:07,W016,P00214,RECEIPT,35,44818589-67cf-4d5b-af5a-0b010a67604e
IM00005881,2025-02-21T04:49:41,W010,P00568,RECEIPT,41,4599410f-e71f-4b6e-9e43-a54097b95634
IM00005882,2025-11-03T09:03:51,W016,P00042,ADJUSTMENT,45,c1912e24-7b95-4378-b961-bc735915eef9
IM00005883,2025-01-17T12:12:54,W008,P00193,SHIP,-41,0cd8127b-2292-4a60-913b-dfd17d45e8aa
IM00005884,2026-01-08T22:26:38,W004,P00596,TRANSFER_IN,14,66411cdb-ebde-4b08-8fb3-c8920dcb2c53
IM00005885,2025-10-03T18:10:49,W015,P00158,SHIP,-39,30d95ea7-f68e-4f0e-b01e-a22f8f79af60
IM00005886,2025-04-01T18:53:55,W003,P00120,RECEIPT,25,3edaa701-57ff-4e50-9f8b-f1f8c3a07319
IM00005887,2024-11-11T00:36:28,W012,P00586,SHIP,-25,5dd967a7-dc90-44ed-9635-535ac2472c57
IM00005888,2024-09-09T04:31:02,W001,P00065,TRANSFER_IN,8,770f04dd-d39c-4eb5-83c3-a6569ce40c24
IM00005889,2026-02-26T18:24:25,W005,P00072,RECEIPT,17,c26793eb-0933-426b-85ad-fd52c46d15de
IM00005890,2025-01-25T19:05:19,W002,P00326,RECEIPT,19,094f88fc-b8a9-4681-a948-b65bdbce67a8
IM00005891,2024-06-13T22:12:52,W006,P00523,TRANSFER_OUT,-25,5de239b0-17fd-4a8f-8fda-937e951afa3e
IM00005892,2024-12-02T20:00:09,W010,P00308,TRANSFER_OUT,-17,dd01a7e2-a927-4aef-8873-f56c52796ba0
IM00005893,2024-02-09T00:25:33,W013,P00170,ADJUSTMENT,8,ff85b302-4d6a-4a20-ad16-c958e06098de
IM00005894,2024-08-08T05:44:28,W017,P00026,TRANSFER_OUT,-16,d853c1b2-7340-4d88-b3eb-f6ceccd2dd7a
IM00005895,2024-02-23T06:58:48,W011,P00385,TRANSFER_IN,10,1542ac3d-710a-4321-aed3-a505b0512b2f
IM00005896,2024-02-11T17:00:33,W001,P00233,SHIP,-7,e8ed0051-abd7-4103-9734-5be937b2e226
IM00005897,2024-03-23T22:45:56,W005,P00102,ADJUSTMENT,45,c87cc9ba-b5d3-4e97-8fb7-f0c9cca4533f
IM00005898,2024-05-14T13:51:59,W006,P00416,TRANSFER_IN,41,d8e0d290-14ef-4763-a956-98c8aef8466f
IM00005899,2025-07-22T05:51:35,W003,P00493,RECEIPT,25,331513cc-6b43-41ac-b244-f13d91eeed91
IM00005900,2024-09-03T00:47:59,W013,P00054,RECEIPT,46,338cd54c-32c3-481e-895c-b04721f6ce82
IM00005901,2024-05-22T14:37:51,W001,P00280,TRANSFER_OUT,-28,72d78885-7e8e-499b-8da4-86a3d8a2226e
IM00005902,2024-10-23T00:52:21,W011,P00433,RECEIPT,45,360b78f7-ddda-493a-b9d6-71480c1f31d8
IM00005903,2024-10-27T17:23:52,W001,P00303,TRANSFER_IN,48,e36ac040-5936-4a04-a15c-8d9cc5b0407e
IM00005904,2024-02-12T20:42:04,W013,P00165,SHIP,-18,ba66c69a-84fc-4429-a2f9-22dc0f9080e8
IM00005905,2024-08-06T05:21:21,W015,P00010,TRANSFER_OUT,-13,807e68e9-17f1-40d0-9b64-78ab821d0f18
IM00005906,2024-03-08T04:32:10,W011,P00524,SHIP,-9,53a9bee1-112c-4340-9522-693e07455494
IM00005907,2026-02-12T12:56:22,W004,P00593,TRANSFER_IN,13,197feb6b-dd29-489c-a695-3cb3924d8ed2
IM00005908,2025-12-16T12:28:29,W015,P00575,TRANSFER_OUT,-33,ba4ac4dc-12b3-40a7-8df7-99c41da1f362
IM00005909,2024-06-06T12:14:48,W003,P00436,ADJUSTMENT,31,c371d821-b287-4dfe-b885-30b93a53feb0
IM00005910,2025-03-06T13:14:11,W013,P00399,TRANSFER_OUT,-18,5696eeb6-f182-48e4-b936-0b830f18666b
IM00005911,2025-04-28T13:06:00,W013,P00151,TRANSFER_IN,36,0de8c893-cf04-4eba-9fdb-a38cf4d62204
IM00005912,2024-10-10T03:42:22,W014,P00564,SHIP,-39,85874740-42e5-499f-91bb-6d81cc7bcf9d
IM00005913,2024-04-21T12:15:10,W015,P00473,TRANSFER_IN,38,04f58ba5-c10a-4b64-9453-5e1042638ee1
IM00005914,2024-06-22T17:48:44,W013,P00323,TRANSFER_IN,48,f0f30aba-dcd7-4c17-8b23-e2ff56e30fc9
IM00005915,2025-02-27T18:23:25,W015,P00128,ADJUSTMENT,34,590b7d0c-098a-403b-be52-d3bbb5ca96f3
IM00005916,2024-06-23T15:21:54,W017,P00289,TRANSFER_OUT,-32,292c2f09-9e1b-4a35-9690-1886d667a89e
IM00005917,2024-05-06T05:51:40,W003,P00556,RECEIPT,43,c76858af-2d08-4038-a812-457990126b24
IM00005918,2025-10-13T16:12:45,W004,P00201,ADJUSTMENT,7,fcc8cde6-2431-4db8-91d1-cc90832d24f0
IM00005919,2024-10-13T11:23:26,W016,P00424,ADJUSTMENT,3,b324c5cd-f151-4fcf-9597-88287074d930
IM00005920,2025-02-12T20:02:17,W009,P00012,TRANSFER_IN,31,bd32a964-3cf6-44f7-bc00-e0e1011d7285
IM00005921,2025-10-30T14:04:04,W001,P00248,RECEIPT,26,743d05f1-c175-4cfa-a829-6bc141ae4634
IM00005922,2025-02-12T22:06:26,W006,P00366,RECEIPT,34,5c3c73ab-a4db-4237-8992-e2171855cc68
