activity_id,account_id,contact_id,activity_type,outcome,activity_ts,owner_role
ACT024180,A01177,CT000859,Task,No Answer,2024-04-02T21:40:05,AE
ACT024181,A01033,CT001498,Email,No Answer,2024-04-13T03:16:25,AE
ACT024182,A00261,CT000890,Call,Replied,2025-06-17T09:39:50,CSM
ACT024183,A00156,CT000094,Email,No Answer,2025-10-31T14:45:03,AE
ACT024184,A00011,CT000815,Meeting,Follow-up Needed,2025-08-14T19:46:25,CSM
ACT024185,A01140,CT001315,Email,Left VM,2024-10-21T08:13:16,AM
ACT024186,A01066,CT001887,Task,Replied,2024-01-05T09:22:32,AM
ACT024187,A00264,CT000730,Email,Left VM,2025-09-27T16:04:46,SDR
ACT024188,A00398,CT000664,Meeting,Replied,2024-09-24T07:45:41,AM
ACT024189,A01064,CT001106,Meeting,Left VM,2024-05-29T15:04:13,CSM
ACT024190,A00427,CT001190,Call,Left VM,2025-10-25T14:39:53,AM
ACT024191,A01128,CT000591,Task,Replied,2024-05-05T19:46:24,SDR
ACT024192,A00923,CT002188,Meeting,Replied,2024-11-04T19:36:38,SDR
ACT024193,A00470,CT002029,Email,No Answer,2025-09-15T20:16:52,SDR
ACT024194,A01085,CT000805,Meeting,Connected,2025-11-02T11:57:57,AE
ACT024195,A00850,CT001795,Email,No Answer,2026-02-13T06:24:41,CSM
ACT024196,A00238,CT000908,Email,Replied,2025-06-21T10:22:07,SDR
ACT024197,A00951,CT001690,Call,Left VM,2025-10-04T03:15:32,SDR
ACT024198,A00796,CT001181,Call,Connected,2024-08-02T15:34:35,AM
ACT024199,A01091,CT000362,Call,Connected,2025-12-19T09:35:37,SDR
ACT024200,A00088,CT000002,Email,Booked Meeting,2025-04-23T15:01:46,SDR
ACT024201,A01019,CT001879,Task,Booked Meeting,2026-02-24T11:24:47,CSM
ACT024202,A00981,CT000692,Call,No Answer,2024-06-10T22:30:24,AM
ACT024203,A01083,CT000763,Meeting,No Answer,2024-01-02T09:27:38,AM
ACT024204,A00667,CT001341,Email,Follow-up Needed,2024-06-30T15:57:06,SDR
ACT024205,A00710,CT001263,Meeting,No Answer,2024-11-19T03:07:06,CSM
ACT024206,A01045,CT001896,Call,Connected,2024-12-29T12:29:46,AE
ACT024207,A01087,CT002165,Task,Follow-up Needed,2025-02-03T02:09:10,AM
ACT024208,A00029,CT002185,Task,No Answer,2025-01-05T13:56:21,SDR
ACT024209,A00311,CT000219,Call,Left VM,2025-07-17T06:26:53,AE
ACT024210,A00526,CT001094,Meeting,Replied,2024-10-06T11:35:44,CSM
ACT024211,A00266,CT001614,Email,Booked Meeting,2024-02-24T03:53:11,AE
ACT024212,A00667,CT000636,Task,Left VM,2024-03-05T09:51:02,AE
ACT024213,A00106,CT000984,Email,Replied,2025-02-11T23:36:53,AM
ACT024214,A01069,CT001288,Email,Replied,2025-12-12T16:49:47,AM
ACT024215,A00082,CT000256,Task,Booked Meeting,2025-05-20T05:00:02,AM
ACT024216,A00056,CT000155,Meeting,Left VM,2024-08-23T00:02:04,SDR
ACT024217,A00415,CT002128,Meeting,Replied,2025-05-18T05:40:47,CSM
ACT024218,A01072,CT000784,Email,No Answer,2024-10-03T02:48:31,SDR
ACT024219,A01108,CT000214,Meeting,No Answer,2025-09-10T00:05:09,AM
ACT024220,A00300,CT001843,Call,Replied,2024-03-02T02:10:41,CSM
ACT024221,A00908,CT000474,Call,Connected,2024-05-31T11:20:50,SDR
ACT024222,A01195,CT001835,Email,Left VM,2025-08-04T11:15:31,CSM
ACT024223,A00062,CT001036,Task,Booked Meeting,2025-12-27T09:21:08,CSM
ACT024224,A00455,CT000933,Meeting,Replied,2024-04-20T14:07:20,AM
ACT024225,A00586,CT001394,Task,Left VM,2024-03-05T13:27:49,CSM
ACT024226,A00781,CT001994,Meeting,Replied,2024-04-30T03:22:45,SDR
ACT024227,A00961,CT000059,Meeting,Booked Meeting,2024-10-13T03:24:07,AM
ACT024228,A00377,CT000286,Call,No Answer,2024-03-09T00:57:54,AE
ACT024229,A00231,CT000894,Meeting,Left VM,2025-05-01T05:24:09,AM
ACT024230,A00699,CT000116,Email,Replied,2024-12-11T13:56:41,SDR
ACT024231,A00236,CT000371,Task,Left VM,2025-09-20T11:45:41,AM
ACT024232,A00885,CT000275,Call,Connected,2025-05-30T23:22:23,AE
ACT024233,A00953,CT000469,Task,Connected,2025-01-20T22:29:07,SDR
ACT024234,A01068,CT002091,Task,Connected,2024-09-01T08:43:58,AE
ACT024235,A01155,CT001732,Call,Follow-up Needed,2025-12-28T12:57:17,SDR
ACT024236,A00650,CT000852,Email,Left VM,2025-03-12T02:08:18,AE
ACT024237,A00864,CT001932,Call,No Answer,2025-12-28T12:36:38,CSM
ACT024238,A01027,CT000525,Task,Replied,2026-02-05T04:44:32,SDR
ACT024239,A01093,CT000244,Meeting,No Answer,2025-10-03T21:13:01,CSM
ACT024240,A00135,CT000214,Call,Left VM,2025-09-06T09:16:48,AE
ACT024241,A00112,CT000449,Task,Booked Meeting,2025-03-13T10:15:56,SDR
ACT024242,A00270,CT001556,Call,Follow-up Needed,2024-02-10T16:52:05,AE
ACT024243,A00682,CT000119,Meeting,Booked Meeting,2024-01-02T22:31:58,AE
ACT024244,A00284,CT000154,Task,Booked Meeting,2025-08-31T11:34:31,AM
ACT024245,A00561,CT001810,Meeting,Connected,2025-11-27T14:07:43,CSM
ACT024246,A00177,CT002175,Call,Replied,2025-10-14T00:57:49,AM
ACT024247,A00901,CT001203,Email,Connected,2025-03-19T02:22:42,AE
ACT024248,A00544,CT001440,Task,Replied,2025-02-15T10:44:56,AM
ACT024249,A00219,CT000956,Task,No Answer,2024-08-16T07:23:04,CSM
ACT024250,A00908,CT000428,Meeting,Replied,2024-12-28T12:59:51,CSM
ACT024251,A00882,CT001311,Meeting,Booked Meeting,2025-01-04T11:02:16,CSM
ACT024252,A01013,CT001672,Meeting,Left VM,2025-01-12T05:10:23,SDR
ACT024253,A00774,CT001061,Meeting,Connected,2024-05-22T08:01:51,AE
ACT024254,A00930,CT001658,Task,Follow-up Needed,2024-12-14T12:01:14,AM
ACT024255,A00079,CT001785,Task,No Answer,2025-04-10T10:50:47,SDR
ACT024256,A00876,CT001039,Call,Connected,2024-12-09T09:22:57,AM
ACT024257,A00223,CT002070,Call,Follow-up Needed,2024-12-23T11:39:58,AM
ACT024258,A00228,CT000578,Meeting,Booked Meeting,2024-09-30T10:14:15,CSM
ACT024259,A00296,CT000565,Call,Left VM,2025-06-05T07:28:17,CSM
ACT024260,A00732,CT001529,Email,Replied,2024-06-19T23:30:18,AM
ACT024261,A01102,CT000326,Task,No Answer,2025-06-23T19:54:10,AE
ACT024262,A00669,CT002134,Task,Connected,2025-10-07T11:11:05,AM
ACT024263,A00242,CT000721,Email,Left VM,2024-10-09T18:10:22,AE
ACT024264,A00269,CT000351,Email,Replied,2024-12-29T23:12:51,AE
ACT024265,A00410,CT000424,Task,Replied,2025-07-03T05:12:12,CSM
ACT024266,A00874,CT000308,Meeting,Left VM,2026-02-11T13:21:37,AM
ACT024267,A00548,CT001475,Email,Left VM,2025-03-16T08:43:10,SDR
ACT024268,A01139,CT000893,Call,Connected,2025-09-22T03:18:32,CSM
ACT024269,A00952,CT001165,Meeting,Booked Meeting,2025-02-03T23:53:49,SDR
ACT024270,A01149,CT000635,Meeting,Follow-up Needed,2025-10-30T08:06:15,CSM
ACT024271,A00806,CT000063,Call,Booked Meeting,2025-05-29T13:13:50,AM
ACT024272,A00561,CT000186,Task,Booked Meeting,2024-10-17T10:01:44,CSM
ACT024273,A01044,CT001115,Meeting,Left VM,2025-10-17T05:40:41,CSM
ACT024274,A00149,CT002023,Task,Left VM,2024-05-08T15:17:57,CSM
ACT024275,A00911,CT001227,Email,No Answer,2025-04-22T16:30:24,AE
ACT024276,A00420,CT000788,Email,No Answer,2026-02-08T10:21:08,SDR
ACT024277,A00125,CT000707,Task,Follow-up Needed,2024-11-08T05:42:13,SDR
ACT024278,A00475,CT001111,Email,Left VM,2025-05-23T10:38:45,SDR
ACT024279,A00464,CT002036,Email,No Answer,2024-09-05T07:03:37,AE
ACT024280,A00131,CT001535,Call,Replied,2025-06-21T08:50:46,CSM
ACT024281,A00937,CT000515,Meeting,Left VM,2025-03-01T17:06:08,AE
ACT024282,A00865,CT000148,Task,Booked Meeting,2026-02-24T14:51:23,AM
ACT024283,A00344,CT001794,Email,Replied,2024-08-08T06:17:48,AE
ACT024284,A00414,CT000671,Call,Left VM,2024-07-14T11:43:24,CSM
ACT024285,A01086,CT001988,Call,Left VM,2025-03-26T17:35:16,AE
ACT024286,A01057,CT001634,Email,Replied,2025-09-13T12:33:14,AE
ACT024287,A00032,CT001340,Call,Follow-up Needed,2024-01-17T03:03:50,SDR
ACT024288,A00100,CT002165,Call,Left VM,2024-08-31T08:55:58,AM
ACT024289,A00415,CT002051,Email,No Answer,2024-10-12T21:35:28,SDR
ACT024290,A01182,CT000571,Task,Left VM,2025-08-27T20:29:10,SDR
ACT024291,A00055,CT002062,Task,Connected,2025-09-21T04:39:07,AE
ACT024292,A00603,CT001118,Meeting,No Answer,2025-03-28T02:03:39,AM
ACT024293,A00797,CT000411,Email,Follow-up Needed,2025-03-07T21:08:04,AE
ACT024294,A00990,CT000240,Meeting,Connected,2026-02-06T11:43:24,SDR
ACT024295,A00649,CT001526,Task,Connected,2024-01-17T06:54:59,AE
ACT024296,A01033,CT001294,Meeting,Booked Meeting,2025-03-21T20:50:11,AE
ACT024297,A01080,CT000363,Call,Replied,2025-11-02T09:13:13,AE
ACT024298,A00293,CT001304,Meeting,Replied,2025-06-14T00:01:23,SDR
ACT024299,A00855,CT001446,Email,Booked Meeting,2026-01-21T05:19:28,AM
ACT024300,A00910,CT002040,Call,Booked Meeting,2024-05-12T05:25:38,AM
ACT024301,A00127,CT000135,Call,Left VM,2025-02-08T09:02:35,CSM
ACT024302,A00320,CT001303,Call,Follow-up Needed,2024-07-04T20:39:41,AE
ACT024303,A01113,CT000339,Call,No Answer,2026-02-22T15:11:38,AM
ACT024304,A01029,CT000323,Email,Connected,2024-02-20T15:15:54,SDR
ACT024305,A00666,CT000732,Email,Replied,2024-12-09T22:48:44,AE
ACT024306,A00433,CT001814,Task,Booked Meeting,2025-12-17T22:38:23,SDR
ACT024307,A00595,CT000350,Meeting,Connected,2025-04-30T02:30:30,AE
ACT024308,A00540,CT001960,Meeting,Booked Meeting,2025-05-29T17:01:57,CSM
ACT024309,A00921,CT001628,Call,Replied,2024-01-26T01:03:41,AM
ACT024310,A00414,CT001389,Call,Booked Meeting,2024-03-16T01:05:46,AE
ACT024311,A00205,CT000323,Task,Booked Meeting,2025-06-08T08:55:33,CSM
ACT024312,A00470,CT000188,Meeting,Replied,2026-02-05T14:29:59,AE
ACT024313,A00392,CT001115,Task,Connected,2025-10-26T10:23:13,SDR
ACT024314,A00606,CT000526,Meeting,Replied,2025-04-10T22:55:27,AE
ACT024315,A00736,CT000625,Meeting,Follow-up Needed,2025-02-01T18:52:15,AM
ACT024316,A00320,CT000223,Task,Follow-up Needed,2024-12-14T13:36:20,AE
ACT024317,A00419,CT001800,Task,Replied,2024-01-21T13:00:23,SDR
ACT024318,A00462,CT000396,Task,Left VM,2025-11-16T06:37:07,AE
ACT024319,A01190,CT001833,Email,Left VM,2025-02-08T12:27:46,AM
ACT024320,A00722,CT001496,Meeting,Booked Meeting,2025-11-15T21:46:24,SDR
ACT024321,A00801,CT000056,Call,No Answer,2024-09-15T21:03:22,SDR
ACT024322,A00997,CT001031,Meeting,Replied,2024-07-25T19:32:51,CSM
ACT024323,A00840,CT000102,Meeting,Left VM,2025-05-15T00:54:48,SDR
ACT024324,A01004,CT000053,Call,No Answer,2024-05-29T02:55:04,SDR
ACT024325,A00592,CT001820,Call,Booked Meeting,2025-08-08T17:30:51,AM
ACT024326,A00847,CT001579,Meeting,Left VM,2024-02-12T08:25:23,AM
ACT024327,A00951,CT000812,Call,No Answer,2024-01-04T03:46:35,CSM
ACT024328,A01115,CT001567,Email,Replied,2024-10-16T19:11:35,AM
ACT024329,A00956,CT001580,Call,Booked Meeting,2024-08-25T02:54:24,SDR
ACT024330,A00275,CT000118,Task,Left VM,2025-10-17T20:13:41,AE
ACT024331,A01188,CT001237,Email,Left VM,2026-02-02T17:00:12,SDR
ACT024332,A00978,CT001622,Call,Replied,2024-05-14T11:25:43,CSM
ACT024333,A01056,CT001628,Task,Connected,2024-09-17T05:56:45,AE
ACT024334,A00886,CT001911,Email,Left VM,2025-09-28T22:12:21,CSM
ACT024335,A00992,CT000491,Meeting,Connected,2024-07-06T08:09:11,AE
ACT024336,A00390,CT001821,Meeting,Left VM,2025-02-13T09:45:36,SDR
ACT024337,A00390,CT001853,Call,Replied,2026-02-14T04:48:16,AM
ACT024338,A00423,CT000348,Email,Booked Meeting,2024-11-26T09:25:43,SDR
ACT024339,A00463,CT002190,Email,Follow-up Needed,2024-01-09T10:49:43,AE
ACT024340,A00939,CT000993,Email,Left VM,2026-01-18T03:09:15,AM
ACT024341,A00234,CT000836,Task,Connected,2024-12-05T02:03:37,AM
ACT024342,A00981,CT001656,Meeting,No Answer,2025-02-16T16:16:27,SDR
ACT024343,A01064,CT000869,Call,Replied,2024-12-18T15:16:42,AM
ACT024344,A00474,CT001577,Call,Booked Meeting,2025-07-29T05:11:10,AM
ACT024345,A00797,CT000999,Call,Booked Meeting,2024-02-11T04:12:15,AE
ACT024346,A00233,CT000762,Task,No Answer,2026-01-04T16:57:30,CSM
ACT024347,A00334,CT001456,Email,No Answer,2025-03-19T16:31:36,AE
ACT024348,A00121,CT001031,Email,Follow-up Needed,2024-09-07T14:17:54,CSM
ACT024349,A00598,CT000120,Email,Booked Meeting,2024-03-08T05:31:10,AM
ACT024350,A00527,CT001861,Task,Replied,2025-09-26T07:06:47,AE
ACT024351,A00875,CT000812,Call,Left VM,2026-01-09T19:52:43,AM
ACT024352,A00294,CT001337,Meeting,No Answer,2024-02-10T01:21:06,AE
ACT024353,A01082,CT001041,Meeting,Connected,2024-09-17T22:13:53,CSM
ACT024354,A00588,CT000617,Task,Connected,2024-06-11T21:55:07,SDR
ACT024355,A00822,CT000201,Meeting,Replied,2024-09-21T22:11:50,SDR
ACT024356,A00181,CT000111,Email,Left VM,2024-02-27T16:23:14,AE
ACT024357,A00511,CT001188,Call,Replied,2024-05-09T07:23:03,SDR
ACT024358,A00251,CT001697,Email,Replied,2024-07-07T23:36:47,CSM
ACT024359,A01193,CT001207,Meeting,Booked Meeting,2024-03-04T08:49:17,AM
ACT024360,A00670,CT000892,Email,Connected,2025-12-13T02:11:06,AM
ACT024361,A00052,CT000657,Email,Replied,2025-06-22T09:14:07,CSM
ACT024362,A00671,CT000636,Call,Follow-up Needed,2025-03-20T06:20:45,CSM
ACT024363,A00014,CT001481,Call,Booked Meeting,2024-03-28T07:41:17,AM
ACT024364,A00536,CT000680,Meeting,Booked Meeting,2024-11-05T15:52:24,AM
ACT024365,A00825,CT001750,Task,Follow-up Needed,2025-10-07T09:17:28,AE
ACT024366,A00416,CT001472,Meeting,No Answer,2024-06-08T20:02:03,AM
ACT024367,A00585,CT002079,Email,Left VM,2024-02-07T19:37:13,AM
ACT024368,A01109,CT001889,Meeting,Left VM,2024-03-29T23:32:36,SDR
ACT024369,A00819,CT001667,Email,No Answer,2024-04-14T08:53:01,AE
ACT024370,A00802,CT001700,Meeting,No Answer,2024-11-07T17:06:42,CSM
ACT024371,A01110,CT000496,Call,No Answer,2025-02-06T03:24:16,CSM
ACT024372,A01107,CT001766,Meeting,Booked Meeting,2025-03-11T14:29:21,AE
ACT024373,A00301,CT000276,Task,Follow-up Needed,2025-11-19T15:55:49,AM
ACT024374,A00472,CT001165,Call,Left VM,2025-08-01T23:26:27,SDR
ACT024375,A00697,CT002017,Email,Left VM,2024-02-13T21:55:01,CSM
ACT024376,A00930,CT001860,Meeting,Connected,2024-11-30T23:56:51,AM
ACT024377,A01031,CT000241,Call,Booked Meeting,2026-01-01T18:53:27,AM
ACT024378,A00020,CT000523,Call,Connected,2024-02-18T09:04:16,AE
ACT024379,A00482,CT001129,Call,No Answer,2025-08-02T06:16:02,SDR
ACT024380,A00344,CT000472,Call,Follow-up Needed,2026-01-21T08:01:14,AE
ACT024381,A01169,CT001991,Email,Booked Meeting,2024-03-02T13:13:16,CSM
ACT024382,A00636,CT001240,Meeting,Follow-up Needed,2024-12-05T21:20:23,AE
ACT024383,A00402,CT001458,Email,Left VM,2025-10-08T19:28:36,CSM
ACT024384,A01033,CT000463,Task,No Answer,2026-01-09T19:13:51,AE
ACT024385,A01003,CT001617,Meeting,Connected,2024-08-26T09:29:20,AE
ACT024386,A00838,CT001247,Task,Booked Meeting,2025-01-07T14:49:15,CSM
ACT024387,A01034,CT000993,Call,Connected,2025-11-16T13:52:51,AM
ACT024388,A00258,CT000378,Email,Replied,2024-02-06T07:40:50,AE
ACT024389,A00639,CT001548,Email,Connected,2026-02-14T02:08:03,SDR
ACT024390,A01130,CT001989,Meeting,Booked Meeting,2024-10-25T12:39:20,AE
ACT024391,A00999,CT001332,Task,Follow-up Needed,2025-04-27T00:47:00,CSM
ACT024392,A00586,CT000684,Call,Connected,2025-11-25T18:31:24,AM
ACT024393,A01026,CT001987,Email,Replied,2025-09-05T11:19:42,AM
ACT024394,A00461,CT002073,Meeting,Booked Meeting,2025-03-23T15:14:10,AE
ACT024395,A00244,CT001576,Email,Connected,2024-11-26T03:18:48,SDR
ACT024396,A00133,CT001720,Call,Left VM,2024-06-21T14:40:06,CSM
ACT024397,A00246,CT001339,Task,No Answer,2024-05-08T22:17:29,CSM
ACT024398,A01078,CT002172,Email,Booked Meeting,2024-05-22T15:05:03,AE
ACT024399,A00109,CT001870,Meeting,Connected,2024-12-08T07:45:50,AE
ACT024400,A00027,CT001794,Call,Connected,2025-01-03T09:41:52,AE
ACT024401,A00470,CT000072,Call,Follow-up Needed,2024-09-02T04:15:17,SDR
ACT024402,A00694,CT000586,Task,Left VM,2024-01-03T04:24:38,AM
ACT024403,A00911,CT000029,Task,Booked Meeting,2025-11-24T21:46:36,AE
ACT024404,A00225,CT001028,Meeting,Follow-up Needed,2025-08-03T14:25:10,AE
ACT024405,A01012,CT001765,Task,Replied,2024-11-14T15:31:12,AE
ACT024406,A00409,CT000871,Call,Connected,2024-11-09T19:09:02,AM
ACT024407,A00840,CT000064,Task,No Answer,2024-02-14T16:26:44,AE
ACT024408,A00327,CT001399,Email,Left VM,2024-12-06T06:49:28,SDR
ACT024409,A00288,CT002030,Meeting,Connected,2024-06-14T17:02:23,CSM
ACT024410,A00776,CT000051,Call,Booked Meeting,2024-02-07T03:54:06,CSM
ACT024411,A00992,CT001648,Call,No Answer,2026-02-21T10:16:29,SDR
ACT024412,A00034,CT001837,Call,Follow-up Needed,2025-10-26T18:11:32,SDR
ACT024413,A00082,CT000018,Call,Booked Meeting,2025-07-03T06:47:54,AM
ACT024414,A01104,CT001329,Email,Connected,2024-11-08T10:43:20,CSM
ACT024415,A01014,CT002006,Meeting,Connected,2025-12-12T02:00:18,CSM
ACT024416,A00869,CT001892,Meeting,Replied,2026-01-30T00:04:05,SDR
ACT024417,A00874,CT000712,Meeting,No Answer,2025-07-29T06:06:27,CSM
ACT024418,A00037,CT000112,Task,No Answer,2024-05-10T07:57:32,AM
ACT024419,A00880,CT000601,Task,Connected,2025-11-21T11:01:43,SDR
ACT024420,A01023,CT002064,Task,Left VM,2025-08-18T15:15:48,AM
ACT024421,A00851,CT001373,Email,No Answer,2025-12-09T20:27:36,CSM
ACT024422,A00372,CT000733,Call,Left VM,2025-03-24T13:58:31,SDR
ACT024423,A00242,CT000700,Task,Follow-up Needed,2024-10-11T15:10:24,AE
ACT024424,A00472,CT000321,Task,Booked Meeting,2024-03-27T12:52:19,SDR
ACT024425,A01176,CT000590,Task,Left VM,2024-08-08T04:19:23,CSM
ACT024426,A00700,CT001432,Email,Replied,2024-06-18T10:11:09,CSM
ACT024427,A00199,CT000892,Email,Left VM,2025-07-09T18:56:35,CSM
ACT024428,A00958,CT002053,Task,Replied,2025-08-08T15:19:37,AM
ACT024429,A00486,CT001022,Task,Follow-up Needed,2024-10-19T23:16:49,SDR
ACT024430,A00137,CT001851,Meeting,Connected,2025-05-15T04:09:48,AM
ACT024431,A00879,CT001226,Email,No Answer,2026-02-19T12:58:01,CSM
ACT024432,A00866,CT001841,Call,Booked Meeting,2024-12-07T21:11:57,SDR
ACT024433,A00265,CT001601,Meeting,Booked Meeting,2026-01-03T09:59:10,AE
ACT024434,A00965,CT001880,Email,Replied,2025-01-18T23:56:47,AM
ACT024435,A00384,CT000590,Call,Follow-up Needed,2025-08-03T05:41:25,SDR
ACT024436,A01117,CT000554,Call,Replied,2024-09-04T23:12:10,CSM
ACT024437,A01026,CT001652,Call,Connected,2025-02-21T19:31:45,SDR
ACT024438,A00329,CT000866,Meeting,Connected,2025-05-21T10:22:47,CSM
ACT024439,A01173,CT001112,Task,Follow-up Needed,2025-04-02T11:40:28,CSM
ACT024440,A00939,CT002085,Email,Replied,2025-09-01T07:23:55,SDR
ACT024441,A00198,CT000454,Email,Connected,2025-07-11T14:45:52,AM
ACT024442,A00378,CT000762,Meeting,Connected,2024-07-11T11:10:20,CSM
ACT024443,A00277,CT000934,Call,Booked Meeting,2025-02-13T19:37:29,SDR
ACT024444,A00440,CT000790,Call,Connected,2024-09-19T08:33:46,CSM
ACT024445,A01034,CT000742,Call,Left VM,2025-05-20T19:41:55,CSM
ACT024446,A00494,CT000794,Call,No Answer,2024-11-01T20:14:26,CSM
ACT024447,A00018,CT001386,Task,Left VM,2024-10-09T19:01:42,SDR
ACT024448,A00799,CT000056,Email,Connected,2024-03-24T14:37:29,SDR
ACT024449,A00366,CT001651,Call,Replied,2024-12-23T23:34:30,AE
ACT024450,A01126,CT000418,Meeting,Left VM,2024-08-25T09:50:29,AE
ACT024451,A00992,CT000215,Call,Follow-up Needed,2024-06-30T14:29:22,CSM
ACT024452,A00545,CT000797,Meeting,Booked Meeting,2024-08-04T07:26:27,AM
ACT024453,A00002,CT000916,Task,Left VM,2024-09-15T17:56:04,AE
ACT024454,A00827,CT000676,Call,Follow-up Needed,2025-05-11T13:13:08,AE
ACT024455,A01078,CT000856,Email,Booked Meeting,2025-04-15T12:57:09,CSM
ACT024456,A00679,CT001603,Meeting,Booked Meeting,2026-02-19T17:10:27,AE
ACT024457,A00411,CT000337,Email,Left VM,2024-08-31T08:00:56,AE
ACT024458,A00197,CT001527,Task,No Answer,2024-04-04T12:31:20,AE
ACT024459,A00731,CT001247,Email,Connected,2025-07-03T06:47:32,SDR
ACT024460,A00854,CT000406,Task,Replied,2024-09-07T06:18:40,AE
ACT024461,A00789,CT001939,Email,Replied,2025-05-07T14:00:07,CSM
ACT024462,A00298,CT000725,Task,Booked Meeting,2025-08-26T08:16:22,CSM
ACT024463,A01075,CT001152,Meeting,Follow-up Needed,2025-01-25T16:25:17,CSM
ACT024464,A00332,CT002179,Meeting,Replied,2025-10-19T02:02:59,CSM
ACT024465,A00491,CT000149,Task,Replied,2024-03-18T17:54:29,AE
ACT024466,A00772,CT002121,Meeting,Replied,2025-09-10T07:40:56,CSM
ACT024467,A01180,CT001569,Call,Replied,2024-04-15T05:16:21,AM
ACT024468,A00877,CT001087,Task,Connected,2025-09-21T11:39:49,AE
ACT024469,A01038,CT001208,Call,Replied,2024-09-20T03:17:40,AM
ACT024470,A01001,CT000165,Meeting,Replied,2025-09-23T16:12:30,AM
ACT024471,A00209,CT000057,Task,Booked Meeting,2025-11-30T01:17:52,AM
ACT024472,A00299,CT001186,Meeting,Left VM,2025-11-11T16:44:44,SDR
ACT024473,A01050,CT000063,Task,Replied,2024-10-14T08:29:38,AM
ACT024474,A00313,CT000238,Task,No Answer,2025-01-06T17:57:36,AE
ACT024475,A01090,CT001857,Email,Replied,2025-03-13T12:06:30,AE
ACT024476,A00909,CT000071,Call,Left VM,2025-08-18T04:18:05,AM
ACT024477,A00729,CT001987,Task,Left VM,2024-04-16T14:09:36,SDR
ACT024478,A00471,CT002071,Call,Left VM,2025-10-05T04:54:46,AM
ACT024479,A00941,CT000229,Email,Left VM,2025-05-31T04:11:33,AE
ACT024480,A00648,CT001354,Task,No Answer,2025-03-09T18:42:10,AM
ACT024481,A00134,CT000694,Task,No Answer,2025-09-26T10:53:47,CSM
ACT024482,A00107,CT000871,Call,No Answer,2025-10-22T15:03:20,AE
ACT024483,A00170,CT001759,Task,Replied,2024-02-08T18:07:59,CSM
ACT024484,A00414,CT001279,Task,Connected,2024-01-04T11:12:52,AM
ACT024485,A00643,CT001804,Task,No Answer,2025-10-03T19:42:59,AM
ACT024486,A00972,CT000011,Email,Booked Meeting,2025-09-13T15:24:09,AE
ACT024487,A00956,CT000271,Call,No Answer,2024-04-17T12:19:34,CSM
ACT024488,A00283,CT000637,Call,Replied,2024-05-22T06:36:11,AE
ACT024489,A00778,CT001570,Call,Left VM,2024-03-20T17:35:58,AM
ACT024490,A01039,CT001031,Task,Follow-up Needed,2024-12-13T07:59:59,AM
ACT024491,A00699,CT001090,Task,Left VM,2026-02-17T07:42:44,SDR
ACT024492,A00941,CT001465,Task,Replied,2025-04-16T08:51:39,AM
ACT024493,A00920,CT001600,Email,Replied,2025-12-08T07:48:29,SDR
ACT024494,A00009,CT000634,Task,Follow-up Needed,2026-02-03T14:43:36,AE
ACT024495,A01004,CT000288,Meeting,No Answer,2025-07-17T16:16:23,AM
ACT024496,A01096,CT000243,Email,Booked Meeting,2024-12-11T06:17:45,AE
ACT024497,A00680,CT000833,Task,Follow-up Needed,2025-07-05T06:19:20,AE
ACT024498,A01114,CT001183,Task,Follow-up Needed,2024-03-13T18:57:14,CSM
ACT024499,A00029,CT000986,Email,Left VM,2025-03-26T20:38:48,AM
ACT024500,A00079,CT000732,Task,Replied,2025-10-05T19:19:16,CSM
ACT024501,A00746,CT001991,Meeting,No Answer,2024-05-30T11:26:15,SDR
ACT024502,A00409,CT000488,Call,Left VM,2024-02-13T10:09:48,AM
ACT024503,A00655,CT000958,Task,Left VM,2025-04-13T00:28:49,SDR
ACT024504,A00976,CT000060,Email,No Answer,2024-02-25T07:08:53,AE
ACT024505,A00975,CT000691,Email,No Answer,2024-08-11T14:28:07,AM
ACT024506,A00510,CT000448,Email,Left VM,2025-08-16T03:56:03,CSM
ACT024507,A00106,CT001960,Email,Replied,2024-07-06T15:27:04,CSM
ACT024508,A00972,CT001854,Task,No Answer,2025-10-15T06:37:12,AM
ACT024509,A00953,CT000157,Meeting,Booked Meeting,2024-07-06T13:28:26,SDR
ACT024510,A00789,CT001328,Call,Replied,2024-03-05T01:07:14,AM
ACT024511,A00200,CT000729,Meeting,Connected,2024-09-27T09:54:56,SDR
ACT024512,A00323,CT002029,Task,Booked Meeting,2024-07-16T09:28:57,AM
ACT024513,A00496,CT001816,Email,Follow-up Needed,2024-10-03T19:08:15,AE
ACT024514,A00752,CT001191,Meeting,Left VM,2025-04-05T07:50:56,AE
ACT024515,A00002,CT000776,Task,Replied,2024-01-15T08:08:39,AE
ACT024516,A00534,CT001996,Meeting,Replied,2025-10-01T18:29:00,SDR
ACT024517,A00939,CT001585,Call,Booked Meeting,2025-12-09T03:51:02,AE
ACT024518,A00064,CT001215,Call,Left VM,2026-01-21T14:48:54,SDR
ACT024519,A00729,CT001662,Email,Left VM,2024-03-30T07:09:29,SDR
ACT024520,A00412,CT001812,Email,Left VM,2025-09-15T17:15:43,AM
ACT024521,A00064,CT001291,Task,No Answer,2025-04-22T12:48:48,AM
ACT024522,A00492,CT001239,Task,Follow-up Needed,2025-07-06T23:36:53,CSM
ACT024523,A00629,CT001412,Task,Left VM,2025-06-05T01:49:26,AM
